Data,Method,Models,Initial Disagreement,Final Disagreement,Initial Brier,Final Brier,Theorem 3.1,T1,T2,Brier Scores
Twin,Different_Data,X_learner,0.465,0.006,"[0.014, 0.016]","[0.013, 0.014]",1. 4 <= 27000.0 |2. 0.013 <= 0.014 and 0.014 <= 0.016 |3. 0.006 < 0.01,2,2,"[[0.014, 0.016], [0.014, 0.015], [0.013, 0.015], [0.013, 0.014], [0.013, 0.014]]"
Twin,Different_Data,X_learner,0.4,0.006,"[0.017, 0.017]","[0.017, 0.017]",1. 6 <= 34000.0 |2. 0.017 <= 0.017 and 0.017 <= 0.017 |3. 0.006 < 0.01,3,3,"[[0.017, 0.017], [0.016, 0.017], [0.016, 0.016], [0.016, 0.017], [0.017, 0.017], [0.017, 0.017], [0.017, 0.017]]"
Twin,Different_Data,R_learner,0.561,0.0,"[0.022, 0.021]","[0.017, 0.018]",1. 7 <= 35000.0 |2. 0.017 <= 0.022 and 0.018 <= 0.021 |3. 0.0 < 0.01,2,5,"[[0.022, 0.021], [0.022, 0.018], [0.017, 0.018], [0.017, 0.017], [0.017, 0.018], [0.017, 0.018], [0.017, 0.018], [0.017, 0.018]]"
Twin,Different_Data,R_learner,0.561,0.006,"[0.016, 0.017]","[0.012, 0.013]",1. 6 <= 25000.0 |2. 0.012 <= 0.016 and 0.013 <= 0.017 |3. 0.006 < 0.01,2,4,"[[0.016, 0.017], [0.016, 0.014], [0.013, 0.014], [0.013, 0.012], [0.012, 0.012], [0.012, 0.013], [0.012, 0.013]]"
Twin,Different_Data,R_learner,0.645,0.006,"[0.023, 0.022]","[0.021, 0.021]",1. 7 <= 42000.0 |2. 0.021 <= 0.023 and 0.021 <= 0.022 |3. 0.006 < 0.01,4,3,"[[0.023, 0.022], [0.023, 0.022], [0.023, 0.022], [0.02, 0.022], [0.021, 0.022], [0.021, 0.02], [0.021, 0.021], [0.021, 0.021]]"
Twin,Different_Data,R_learner,0.542,0.013,"[0.017, 0.019]","[0.014, 0.014]",1. 4 <= 28000.0 |2. 0.014 <= 0.017 and 0.014 <= 0.019 |3. 0.013 < 0.01,2,2,"[[0.017, 0.019], [0.017, 0.016], [0.013, 0.016], [0.014, 0.016], [0.014, 0.014]]"
Twin,Different_Data,R_learner,0.581,0.013,"[0.023, 0.017]","[0.018, 0.016]",1. 4 <= 34000.0 |2. 0.018 <= 0.023 and 0.016 <= 0.017 |3. 0.013 < 0.01,1,3,"[[0.023, 0.017], [0.018, 0.017], [0.018, 0.015], [0.018, 0.015], [0.018, 0.016]]"
Twin,Different_Data,R_learner,0.581,0.013,"[0.018, 0.02]","[0.014, 0.014]",1. 5 <= 28000.0 |2. 0.014 <= 0.018 and 0.014 <= 0.02 |3. 0.013 < 0.01,2,3,"[[0.018, 0.02], [0.018, 0.015], [0.015, 0.015], [0.015, 0.014], [0.014, 0.014], [0.014, 0.014]]"
Twin,Different_Data,R_learner,0.587,0.013,"[0.018, 0.015]","[0.013, 0.012]",1. 4 <= 25000.0 |2. 0.013 <= 0.018 and 0.012 <= 0.015 |3. 0.013 < 0.01,2,2,"[[0.018, 0.015], [0.013, 0.015], [0.013, 0.013], [0.013, 0.013], [0.013, 0.012]]"
Twin,Different_Data,R_learner,0.561,0.0,"[0.023, 0.024]","[0.019, 0.019]",1. 7 <= 38000.0 |2. 0.019 <= 0.023 and 0.019 <= 0.024 |3. 0.0 < 0.01,3,4,"[[0.023, 0.024], [0.019, 0.024], [0.019, 0.021], [0.018, 0.021], [0.018, 0.02], [0.018, 0.019], [0.019, 0.019], [0.019, 0.019]]"
Twin,Different_Data,R_learner,0.523,0.0,"[0.017, 0.017]","[0.013, 0.013]",1. 7 <= 26000.0 |2. 0.013 <= 0.017 and 0.013 <= 0.017 |3. 0.0 < 0.01,3,4,"[[0.017, 0.017], [0.017, 0.016], [0.017, 0.014], [0.014, 0.014], [0.014, 0.014], [0.013, 0.014], [0.013, 0.014], [0.013, 0.013]]"
Twin,Different_Data,R_learner,0.606,0.013,"[0.019, 0.019]","[0.016, 0.017]",1. 5 <= 33000.0 |2. 0.016 <= 0.019 and 0.017 <= 0.019 |3. 0.013 < 0.01,3,2,"[[0.019, 0.019], [0.015, 0.019], [0.015, 0.016], [0.015, 0.017], [0.016, 0.017], [0.016, 0.017]]"
Twin,Different_Data,R_learner,0.613,0.006,"[0.014, 0.017]","[0.014, 0.014]",1. 8 <= 28000.0 |2. 0.014 <= 0.014 and 0.014 <= 0.017 |3. 0.006 < 0.01,3,5,"[[0.014, 0.017], [0.014, 0.017], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014]]"
Twin,Different_Data,R_learner,0.626,0.013,"[0.018, 0.02]","[0.015, 0.015]",1. 7 <= 30000.0 |2. 0.015 <= 0.018 and 0.015 <= 0.02 |3. 0.013 < 0.01,4,3,"[[0.018, 0.02], [0.018, 0.017], [0.015, 0.017], [0.015, 0.016], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015]]"
Twin,Different_Data,R_learner,0.645,0.0,"[0.022, 0.02]","[0.016, 0.015]",1. 6 <= 31000.0 |2. 0.016 <= 0.022 and 0.015 <= 0.02 |3. 0.0 < 0.01,3,3,"[[0.022, 0.02], [0.017, 0.02], [0.017, 0.016], [0.016, 0.016], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015]]"
Twin,Different_Data,R_learner,0.529,0.006,"[0.015, 0.019]","[0.02, 0.021]",1. 7 <= 41000.0 |2. 0.02 <= 0.015 and 0.021 <= 0.019 |3. 0.006 < 0.01,3,4,"[[0.015, 0.019], [0.015, 0.016], [0.013, 0.016], [0.013, 0.015], [0.017, 0.015], [0.017, 0.018], [0.02, 0.018], [0.02, 0.021]]"
Twin,Different_Data,R_learner,0.626,0.019,"[0.024, 0.023]","[0.019, 0.019]",1. 9 <= 38000.0 |2. 0.019 <= 0.024 and 0.019 <= 0.023 |3. 0.019 < 0.01,5,4,"[[0.024, 0.023], [0.021, 0.023], [0.021, 0.02], [0.021, 0.018], [0.021, 0.018], [0.02, 0.018], [0.02, 0.018], [0.02, 0.019], [0.019, 0.019], [0.019, 0.019]]"
Twin,Different_Data,R_learner,0.619,0.013,"[0.017, 0.019]","[0.016, 0.016]",1. 8 <= 32000.0 |2. 0.016 <= 0.017 and 0.016 <= 0.019 |3. 0.013 < 0.01,3,5,"[[0.017, 0.019], [0.015, 0.019], [0.015, 0.016], [0.015, 0.016], [0.015, 0.016], [0.015, 0.016], [0.015, 0.016], [0.016, 0.016], [0.016, 0.016]]"
Twin,Different_Data,R_learner,0.555,0.013,"[0.018, 0.018]","[0.014, 0.015]",1. 8 <= 29000.0 |2. 0.014 <= 0.018 and 0.015 <= 0.018 |3. 0.013 < 0.01,2,6,"[[0.018, 0.018], [0.018, 0.017], [0.018, 0.015], [0.018, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.014, 0.015], [0.014, 0.015]]"
Twin,Different_Data,R_learner,0.6,0.006,"[0.02, 0.021]","[0.017, 0.017]",1. 5 <= 34000.0 |2. 0.017 <= 0.02 and 0.017 <= 0.021 |3. 0.006 < 0.01,2,3,"[[0.02, 0.021], [0.017, 0.021], [0.017, 0.017], [0.017, 0.017], [0.017, 0.017], [0.017, 0.017]]"
Twin,Different_Data,R_learner,0.516,0.013,"[0.018, 0.021]","[0.016, 0.016]",1. 6 <= 32000.0 |2. 0.016 <= 0.018 and 0.016 <= 0.021 |3. 0.013 < 0.01,2,4,"[[0.018, 0.021], [0.018, 0.018], [0.015, 0.018], [0.015, 0.017], [0.016, 0.017], [0.016, 0.016], [0.016, 0.016]]"
Twin,Different_Data,R_learner,0.568,0.013,"[0.02, 0.015]","[0.015, 0.016]",1. 7 <= 31000.0 |2. 0.015 <= 0.02 and 0.016 <= 0.015 |3. 0.013 < 0.01,4,3,"[[0.02, 0.015], [0.019, 0.015], [0.019, 0.014], [0.019, 0.015], [0.016, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.016]]"
Twin,Different_Data,S_learner,0.123,0.0,"[0.009, 0.011]","[0.011, 0.011]",1. 3 <= 22000.0 |2. 0.011 <= 0.009 and 0.011 <= 0.011 |3. 0.0 < 0.01,2,1,"[[0.009, 0.011], [0.009, 0.011], [0.01, 0.011], [0.011, 0.011]]"
Twin,Different_Data,S_learner,0.168,0.019,"[0.015, 0.014]","[0.013, 0.013]",1. 5 <= 26000.0 |2. 0.013 <= 0.015 and 0.013 <= 0.014 |3. 0.019 < 0.01,1,4,"[[0.015, 0.014], [0.015, 0.014], [0.015, 0.017], [0.015, 0.016], [0.015, 0.013], [0.013, 0.013]]"
Twin,Different_Data,S_learner,0.11,0.019,"[0.011, 0.011]","[0.011, 0.011]",1. 2 <= 22000.0 |2. 0.011 <= 0.011 and 0.011 <= 0.011 |3. 0.019 < 0.01,2,0,"[[0.011, 0.011], [0.012, 0.011], [0.011, 0.011]]"
Twin,Different_Data,S_learner,0.09,0.0,"[0.012, 0.013]","[0.013, 0.013]",1. 3 <= 26000.0 |2. 0.013 <= 0.012 and 0.013 <= 0.013 |3. 0.0 < 0.01,2,1,"[[0.012, 0.013], [0.012, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Data,S_learner,0.11,0.0,"[0.015, 0.015]","[0.015, 0.015]",1. 3 <= 30000.0 |2. 0.015 <= 0.015 and 0.015 <= 0.015 |3. 0.0 < 0.01,1,2,"[[0.015, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015]]"
Twin,Different_Data,S_learner,0.103,0.006,"[0.015, 0.014]","[0.014, 0.014]",1. 3 <= 28000.0 |2. 0.014 <= 0.015 and 0.014 <= 0.014 |3. 0.006 < 0.01,1,2,"[[0.015, 0.014], [0.015, 0.015], [0.014, 0.015], [0.014, 0.014]]"
Twin,Different_Data,S_learner,0.09,0.006,"[0.014, 0.014]","[0.014, 0.014]",1. 3 <= 28000.0 |2. 0.014 <= 0.014 and 0.014 <= 0.014 |3. 0.006 < 0.01,2,1,"[[0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014]]"
Twin,Different_Data,S_learner,0.148,0.006,"[0.014, 0.014]","[0.014, 0.014]",1. 4 <= 28000.0 |2. 0.014 <= 0.014 and 0.014 <= 0.014 |3. 0.006 < 0.01,2,2,"[[0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014]]"
Twin,Different_Data,S_learner,0.148,0.006,"[0.017, 0.017]","[0.016, 0.016]",1. 2 <= 32000.0 |2. 0.016 <= 0.017 and 0.016 <= 0.017 |3. 0.006 < 0.01,1,1,"[[0.017, 0.017], [0.016, 0.017], [0.016, 0.016]]"
Twin,Different_Data,S_learner,0.148,0.0,"[0.015, 0.015]","[0.015, 0.015]",1. 3 <= 30000.0 |2. 0.015 <= 0.015 and 0.015 <= 0.015 |3. 0.0 < 0.01,2,1,"[[0.015, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015]]"
Twin,Different_Data,S_learner,0.116,0.006,"[0.013, 0.013]","[0.013, 0.013]",1. 3 <= 26000.0 |2. 0.013 <= 0.013 and 0.013 <= 0.013 |3. 0.006 < 0.01,2,1,"[[0.013, 0.013], [0.013, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Data,S_learner,0.142,0.006,"[0.013, 0.012]","[0.013, 0.013]",1. 4 <= 26000.0 |2. 0.013 <= 0.013 and 0.013 <= 0.012 |3. 0.006 < 0.01,2,2,"[[0.013, 0.012], [0.013, 0.012], [0.013, 0.012], [0.013, 0.012], [0.013, 0.013]]"
Twin,Different_Data,S_learner,0.129,0.006,"[0.015, 0.016]","[0.016, 0.015]",1. 3 <= 31000.0 |2. 0.016 <= 0.015 and 0.015 <= 0.016 |3. 0.006 < 0.01,2,1,"[[0.015, 0.016], [0.015, 0.016], [0.016, 0.016], [0.016, 0.015]]"
Twin,Different_Data,S_learner,0.148,0.0,"[0.014, 0.014]","[0.018, 0.018]",1. 3 <= 36000.0 |2. 0.018 <= 0.014 and 0.018 <= 0.014 |3. 0.0 < 0.01,2,1,"[[0.014, 0.014], [0.018, 0.014], [0.018, 0.018], [0.018, 0.018]]"
Twin,Different_Data,S_learner,0.116,0.006,"[0.017, 0.017]","[0.017, 0.017]",1. 4 <= 34000.0 |2. 0.017 <= 0.017 and 0.017 <= 0.017 |3. 0.006 < 0.01,2,2,"[[0.017, 0.017], [0.017, 0.018], [0.017, 0.018], [0.017, 0.018], [0.017, 0.017]]"
Twin,Different_Data,S_learner,0.084,0.006,"[0.015, 0.014]","[0.015, 0.014]",1. 3 <= 29000.0 |2. 0.015 <= 0.015 and 0.014 <= 0.014 |3. 0.006 < 0.01,1,2,"[[0.015, 0.014], [0.015, 0.014], [0.015, 0.014], [0.015, 0.014]]"
Twin,Different_Data,S_learner,0.194,0.0,"[0.016, 0.015]","[0.016, 0.016]",1. 3 <= 32000.0 |2. 0.016 <= 0.016 and 0.016 <= 0.015 |3. 0.0 < 0.01,2,1,"[[0.016, 0.015], [0.015, 0.015], [0.016, 0.015], [0.016, 0.016]]"
Twin,Different_Data,S_learner,0.065,0.0,"[0.011, 0.011]","[0.011, 0.011]",1. 2 <= 22000.0 |2. 0.011 <= 0.011 and 0.011 <= 0.011 |3. 0.0 < 0.01,1,1,"[[0.011, 0.011], [0.011, 0.011], [0.011, 0.011]]"
Twin,Different_Data,S_learner,0.103,0.0,"[0.017, 0.017]","[0.017, 0.017]",1. 2 <= 34000.0 |2. 0.017 <= 0.017 and 0.017 <= 0.017 |3. 0.0 < 0.01,1,1,"[[0.017, 0.017], [0.017, 0.017], [0.017, 0.017]]"
Twin,Different_Data,S_learner,0.123,0.006,"[0.016, 0.017]","[0.016, 0.017]",1. 2 <= 33000.0 |2. 0.016 <= 0.016 and 0.017 <= 0.017 |3. 0.006 < 0.01,1,1,"[[0.016, 0.017], [0.016, 0.017], [0.016, 0.017]]"
Twin,Different_Data,uplift tree,0.69,0.0,"[0.12, 0.04]","[0.028, 0.026]",1. 2 <= 54000.0 |2. 0.028 <= 0.12 and 0.026 <= 0.04 |3. 0.0 < 0.01,1,1,"[[0.12, 0.04], [0.028, 0.04], [0.028, 0.026]]"
Twin,Different_Data,uplift tree,0.903,0.0,"[0.038, 0.097]","[0.024, 0.025]",1. 5 <= 49000.0 |2. 0.024 <= 0.038 and 0.025 <= 0.097 |3. 0.0 < 0.01,3,2,"[[0.038, 0.097], [0.038, 0.03], [0.023, 0.03], [0.023, 0.025], [0.024, 0.025], [0.024, 0.025]]"
Twin,Different_Data,uplift tree,0.0,0.0,"[0.072, 0.076]","[0.072, 0.076]",1. 0 <= 148000.0 |2. 0.072 <= 0.072 and 0.076 <= 0.076 |3. 0.0 < 0.01,0,0,"[[0.072, 0.076]]"
Twin,Different_Data,uplift tree,0.819,0.0,"[0.074, 0.098]","[0.021, 0.021]",1. 8 <= 42000.0 |2. 0.021 <= 0.074 and 0.021 <= 0.098 |3. 0.0 < 0.01,5,3,"[[0.074, 0.098], [0.046, 0.098], [0.046, 0.062], [0.046, 0.02], [0.023, 0.02], [0.022, 0.02], [0.021, 0.02], [0.021, 0.02], [0.021, 0.021]]"
Twin,Different_Data,uplift tree,0.316,0.006,"[0.043, 0.042]","[0.033, 0.035]",1. 3 <= 68000.0 |2. 0.033 <= 0.043 and 0.035 <= 0.042 |3. 0.006 < 0.01,2,1,"[[0.043, 0.042], [0.034, 0.042], [0.034, 0.035], [0.033, 0.035]]"
Twin,Different_Data,uplift tree,0.723,0.0,"[0.109, 0.049]","[0.029, 0.03]",1. 5 <= 59000.0 |2. 0.029 <= 0.109 and 0.03 <= 0.049 |3. 0.0 < 0.01,3,2,"[[0.109, 0.049], [0.044, 0.049], [0.029, 0.049], [0.029, 0.032], [0.029, 0.03], [0.029, 0.03]]"
Twin,Different_Data,uplift tree,0.845,0.0,"[0.04, 0.076]","[0.02, 0.021]",1. 6 <= 41000.0 |2. 0.02 <= 0.04 and 0.021 <= 0.076 |3. 0.0 < 0.01,3,3,"[[0.04, 0.076], [0.04, 0.031], [0.021, 0.031], [0.021, 0.021], [0.02, 0.021], [0.02, 0.021], [0.02, 0.021]]"
Twin,Different_Data,uplift tree,0.987,0.0,"[0.099, 0.082]","[0.028, 0.028]",1. 4 <= 56000.0 |2. 0.028 <= 0.099 and 0.028 <= 0.082 |3. 0.0 < 0.01,2,2,"[[0.099, 0.082], [0.048, 0.082], [0.048, 0.054], [0.048, 0.028], [0.028, 0.028]]"
Twin,Different_Data,uplift tree,0.877,0.0,"[0.046, 0.039]","[0.017, 0.017]",1. 4 <= 34000.0 |2. 0.017 <= 0.046 and 0.017 <= 0.039 |3. 0.0 < 0.01,2,2,"[[0.046, 0.039], [0.02, 0.039], [0.02, 0.017], [0.017, 0.017], [0.017, 0.017]]"
Twin,Different_Data,uplift tree,0.677,0.0,"[0.047, 0.107]","[0.032, 0.033]",1. 6 <= 65000.0 |2. 0.032 <= 0.047 and 0.033 <= 0.107 |3. 0.0 < 0.01,3,3,"[[0.047, 0.107], [0.047, 0.036], [0.034, 0.036], [0.034, 0.036], [0.034, 0.034], [0.032, 0.034], [0.032, 0.033]]"
Twin,Different_Data,uplift tree,0.323,0.0,"[0.037, 0.037]","[0.03, 0.03]",1. 3 <= 60000.0 |2. 0.03 <= 0.037 and 0.03 <= 0.037 |3. 0.0 < 0.01,2,1,"[[0.037, 0.037], [0.032, 0.037], [0.032, 0.03], [0.03, 0.03]]"
Twin,Different_Data,uplift tree,0.658,0.006,"[0.053, 0.111]","[0.04, 0.041]",1. 4 <= 81000.0 |2. 0.04 <= 0.053 and 0.041 <= 0.111 |3. 0.006 < 0.01,2,2,"[[0.053, 0.111], [0.053, 0.042], [0.041, 0.042], [0.041, 0.041], [0.04, 0.041]]"
Twin,Different_Data,uplift tree,0.426,0.0,"[0.038, 0.036]","[0.03, 0.031]",1. 4 <= 61000.0 |2. 0.03 <= 0.038 and 0.031 <= 0.036 |3. 0.0 < 0.01,2,2,"[[0.038, 0.036], [0.03, 0.036], [0.03, 0.03], [0.03, 0.03], [0.03, 0.031]]"
Twin,Different_Data,uplift tree,1.0,0.0,"[0.086, 0.045]","[0.019, 0.019]",1. 5 <= 38000.0 |2. 0.019 <= 0.086 and 0.019 <= 0.045 |3. 0.0 < 0.01,2,3,"[[0.086, 0.045], [0.037, 0.045], [0.037, 0.02], [0.019, 0.02], [0.019, 0.02], [0.019, 0.019]]"
Twin,Different_Data,uplift tree,0.974,0.013,"[0.042, 0.066]","[0.016, 0.018]",1. 5 <= 34000.0 |2. 0.016 <= 0.042 and 0.018 <= 0.066 |3. 0.013 < 0.01,3,2,"[[0.042, 0.066], [0.042, 0.03], [0.042, 0.018], [0.016, 0.018], [0.016, 0.018], [0.016, 0.018]]"
Twin,Different_Data,uplift tree,0.723,0.0,"[0.096, 0.042]","[0.024, 0.023]",1. 6 <= 47000.0 |2. 0.024 <= 0.096 and 0.023 <= 0.042 |3. 0.0 < 0.01,4,2,"[[0.096, 0.042], [0.024, 0.042], [0.024, 0.022], [0.025, 0.022], [0.023, 0.022], [0.023, 0.023], [0.024, 0.023]]"
Twin,Different_Data,uplift tree,0.735,0.0,"[0.098, 0.043]","[0.018, 0.018]",1. 5 <= 36000.0 |2. 0.018 <= 0.098 and 0.018 <= 0.043 |3. 0.0 < 0.01,2,3,"[[0.098, 0.043], [0.024, 0.043], [0.024, 0.018], [0.018, 0.018], [0.018, 0.018], [0.018, 0.018]]"
Twin,Different_Data,uplift tree,1.0,0.013,"[0.04, 0.081]","[0.014, 0.014]",1. 5 <= 28000.0 |2. 0.014 <= 0.04 and 0.014 <= 0.081 |3. 0.013 < 0.01,1,4,"[[0.04, 0.081], [0.04, 0.031], [0.04, 0.015], [0.014, 0.015], [0.014, 0.014], [0.014, 0.014]]"
Twin,Different_Data,uplift tree,0.942,0.013,"[0.042, 0.108]","[0.016, 0.017]",1. 5 <= 33000.0 |2. 0.016 <= 0.042 and 0.017 <= 0.108 |3. 0.013 < 0.01,2,3,"[[0.042, 0.108], [0.042, 0.048], [0.042, 0.019], [0.017, 0.019], [0.017, 0.017], [0.016, 0.017]]"
Twin,Different_Data,uplift tree,0.832,0.0,"[0.089, 0.037]","[0.017, 0.017]",1. 5 <= 34000.0 |2. 0.017 <= 0.089 and 0.017 <= 0.037 |3. 0.0 < 0.01,2,3,"[[0.089, 0.037], [0.021, 0.037], [0.021, 0.018], [0.017, 0.018], [0.017, 0.017], [0.017, 0.017]]"
