Data,Method,Measure,Value
Community_Data,M,discrepancy,0.136
Community_Data,M,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.09022556390977443), mean=0.03114604693552062, variance=0.0010184782818120548, skewness=0.6559516107829245, kurtosis=-1.1321890250356126)"
Community_Data,a,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00037350054024197835, 0.023252050670631356), mean=0.003746595942953064, variance=1.1287059431201672e-05, skewness=2.2618260635381486, kurtosis=6.648573290286169)"
Community_Data,a,ambiguity,0.23
Community_Data,a,discrepancy,0.136
Community_Data,a,disagreement,"DescribeResult(nobs=5995, minmax=(0.0, 0.09147869674185463), mean=0.017808700232650014, variance=0.000372512456272207, skewness=1.2559857865646142, kurtosis=1.3487135578384688)"
Community_Data,b,variance in predictions,"DescribeResult(nobs=399, minmax=(2.0006745874403488e-05, 0.02260172642856907), mean=0.002708520762551799, variance=1.0016557815759689e-05, skewness=2.498162931676616, kurtosis=8.456736427239969)"
Community_Data,b,ambiguity,0.197
Community_Data,b,discrepancy,0.114
Community_Data,b,disagreement,"DescribeResult(nobs=1485, minmax=(0.0, 0.09147869674185463), mean=0.014159979072259774, variance=0.00030555810982844424, skewness=1.7638853727986978, kurtosis=3.7185753795369827)"
Community_Data,c,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00037518269971745444, 0.031210461227184107), mean=0.0041254919761078215, variance=1.3657571278574696e-05, skewness=3.025197065646629, kurtosis=14.6825643025044)"
Community_Data,c,ambiguity,0.177
Community_Data,c,discrepancy,0.113
Community_Data,c,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.05263157894736842), mean=0.018090681248575984, variance=0.00028334572370099784, skewness=0.41261418662009264, kurtosis=-1.1788556782858537)"
Community_Data,d,variance in predictions,"DescribeResult(nobs=399, minmax=(9.265506541344752e-08, 0.030451484668655795), mean=0.002823537344433795, variance=1.0220428760366507e-05, skewness=2.6796445191289546, kurtosis=14.685104135735731)"
Community_Data,d,ambiguity,0.104
Community_Data,d,discrepancy,0.081
Community_Data,d,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.02506265664160401), mean=0.00807574491785018, variance=7.441675757201413e-05, skewness=0.573356668255769, kurtosis=-1.1059146129581061)"
Compas_Data,M,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0008259812578510716, 0.15733655182356174), mean=0.019927732455070776, variance=0.00044277519617857725, skewness=3.18797284012196, kurtosis=12.072350300381283)"
Compas_Data,M,ambiguity,0.408
Compas_Data,M,discrepancy,0.309
Compas_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.3522267206477733), mean=0.13087044534412953, variance=0.009762909687797815, skewness=0.44164854612384263, kurtosis=-1.0630713263455491)"
Compas_Data,a,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0004449581714970263, 0.07818699227008455), mean=0.00917574273331049, variance=9.43993346510819e-05, skewness=2.8676248377622646, kurtosis=10.591155337594639)"
Compas_Data,a,ambiguity,0.368
Compas_Data,a,discrepancy,0.225
Compas_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.2680161943319838), mean=0.06372003953545835, variance=0.002094585013223386, skewness=0.7661585333005938, kurtosis=0.6216063483348129)"
Compas_Data,b,variance in predictions,"DescribeResult(nobs=1235, minmax=(7.75270389100588e-05, 0.07705947568104139), mean=0.007283792257497762, variance=9.401734020041369e-05, skewness=2.693779505403856, kurtosis=9.604597781572018)"
Compas_Data,b,ambiguity,0.287
Compas_Data,b,discrepancy,0.189
Compas_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.18380566801619433), mean=0.051690122742754314, variance=0.0013318059783383606, skewness=0.48096677955807415, kurtosis=-0.4362783756151418)"
Compas_Data,c,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0002084880805361365, 0.06014662884225439), mean=0.008540400537890062, variance=5.3175898119921144e-05, skewness=2.3451952352101366, kurtosis=8.77217344092535)"
Compas_Data,c,ambiguity,0.243
Compas_Data,c,discrepancy,0.173
Compas_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.005263157894736842, 0.20566801619433198), mean=0.06385515069725596, variance=0.0019064504404372286, skewness=1.3077503977574274, kurtosis=2.2276348946675517)"
Compas_Data,d,variance in predictions,"DescribeResult(nobs=1235, minmax=(1.1684837300436537e-05, 0.08911584641069527), mean=0.0076728028352857905, variance=0.00016537561480902793, skewness=2.7886673120438497, kurtosis=8.998208723709434)"
Compas_Data,d,ambiguity,0.155
Compas_Data,d,discrepancy,0.128
Compas_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.09635627530364373), mean=0.055783689994216304, variance=0.0010488720503636336, skewness=-0.5974511236115878, kurtosis=-1.0172282378162791)"
Adult_Data,M,variance in predictions,"DescribeResult(nobs=6513, minmax=(0.0021039843082480006, 0.16342102384900198), mean=0.025126176687963103, variance=0.00020710315770006087, skewness=3.02328135333125, kurtosis=14.24206576682554)"
Adult_Data,M,ambiguity,0.467
Adult_Data,M,discrepancy,0.365
Adult_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.40445297504798466), mean=0.14911708253358927, variance=0.016377934147225888, skewness=0.955395067515166, kurtosis=-0.464318680671175)"
Adult_Data,a,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.3491242142753028e-05, 0.10518054152534195), mean=0.009020117845705137, variance=0.00010163006061825274, skewness=2.3694317736796346, kurtosis=9.235190705559429)"
Adult_Data,a,ambiguity,0.335
Adult_Data,a,discrepancy,0.185
Adult_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.17351247600767755), mean=0.05918752008746873, variance=0.0017318029213108338, skewness=0.4248348683104659, kurtosis=-0.6545232219124753)"
Adult_Data,b,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.4691682178203272e-05, 0.08869703790277512), mean=0.008069016066230866, variance=8.380476800568082e-05, skewness=2.163333129450351, kurtosis=7.63947975594979)"
Adult_Data,b,ambiguity,0.275
Adult_Data,b,discrepancy,0.151
Adult_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.17351247600767755), mean=0.0544270785729519, variance=0.0016903474391593246, skewness=0.3853805547783346, kurtosis=-0.8378700823521128)"
Adult_Data,c,variance in predictions,"DescribeResult(nobs=6513, minmax=(4.511703929884792e-06, 0.1286385882975986), mean=0.014672926437149415, variance=0.0002636422231762334, skewness=1.6773049665233086, kurtosis=3.986749031329511)"
Adult_Data,c,ambiguity,0.285
Adult_Data,c,discrepancy,0.169
Adult_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.1585412667946257), mean=0.09699722755384943, variance=0.0014662204508413441, skewness=-0.7864589612910251, kurtosis=0.3806036116281266)"
Adult_Data,d,variance in predictions,"DescribeResult(nobs=6513, minmax=(5.03486889987424e-06, 0.16758065832050684), mean=0.00600805523512342, variance=7.518748684128615e-05, skewness=5.12960966240142, kurtosis=51.48844733192191)"
Adult_Data,d,ambiguity,0.181
Adult_Data,d,discrepancy,0.113
Adult_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.08437619961612285), mean=0.034461200987112695, variance=0.0007833893765761096, skewness=0.27639894832513345, kurtosis=-1.2829567639553956)"
German_Data,M,variance in predictions,"DescribeResult(nobs=200, minmax=(0.00010903966991198575, 0.12685432341656697), mean=0.020648802841561745, variance=0.00048104555988087515, skewness=1.9897329082076176, kurtosis=4.5224725463394595)"
German_Data,M,ambiguity,0.362
German_Data,M,discrepancy,0.235
German_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.2275), mean=0.12258928571428572, variance=0.004334482473544974, skewness=-0.30140838494507466, kurtosis=-1.1173621907359397)"
German_Data,a,variance in predictions,"DescribeResult(nobs=200, minmax=(9.714443319431456e-05, 0.04728594598896014), mean=0.010293663106815098, variance=5.9131733590192925e-05, skewness=1.4591864693694265, kurtosis=3.006243081372097)"
German_Data,a,ambiguity,0.375
German_Data,a,discrepancy,0.208
German_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.225), mean=0.07281493506493507, variance=0.0021826736559412, skewness=0.41281297457125166, kurtosis=-0.19494176662318363)"
German_Data,b,variance in predictions,"DescribeResult(nobs=200, minmax=(8.823296460037481e-05, 0.035303742423474005), mean=0.008647218389818074, variance=4.9430777563620146e-05, skewness=1.3477645888770162, kurtosis=1.6682243602451123)"
German_Data,b,ambiguity,0.31
German_Data,b,discrepancy,0.183
German_Data,b,disagreement,"DescribeResult(nobs=378, minmax=(0.0, 0.16), mean=0.06114417989417989, variance=0.0018649174859304166, skewness=0.29687641076060534, kurtosis=-0.726602787755708)"
German_Data,c,variance in predictions,"DescribeResult(nobs=200, minmax=(9.147629880279918e-05, 0.06492026217879099), mean=0.0122352523645415, variance=0.0001374419526690493, skewness=1.8769261608872614, kurtosis=4.213561889820035)"
German_Data,c,ambiguity,0.273
German_Data,c,discrepancy,0.179
German_Data,c,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.16), mean=0.08526785714285715, variance=0.0017779348544973545, skewness=-0.1062168966866575, kurtosis=-0.824348559210287)"
German_Data,d,variance in predictions,"DescribeResult(nobs=200, minmax=(9.623139384758407e-05, 0.043632736883033325), mean=0.00747952918036228, variance=5.9185848690663126e-05, skewness=2.2451662227831632, kurtosis=6.0317267613374845)"
German_Data,d,ambiguity,0.189
German_Data,d,discrepancy,0.134
German_Data,d,disagreement,"DescribeResult(nobs=21, minmax=(0.0, 0.11), mean=0.04821428571428571, variance=0.0013357142857142858, skewness=0.22190703612915647, kurtosis=-0.8649352372815917)"
Folk_Income_Data,M,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0017817079217861808, 0.14079055343224411), mean=0.024187894914080462, variance=0.00017858666929780685, skewness=2.6948444106850347, kurtosis=11.806523226815159)"
Folk_Income_Data,M,ambiguity,0.469
Folk_Income_Data,M,discrepancy,0.352
Folk_Income_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.37604245640636846), mean=0.15164757251565442, variance=0.013478779540789302, skewness=0.6658831494256707, kurtosis=-0.7645146040620823)"
Folk_Income_Data,a,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0005341856852922588, 0.08540506406431625), mean=0.009558614646542618, variance=7.031958100880227e-05, skewness=2.205283885628022, kurtosis=8.240512039700764)"
Folk_Income_Data,a,ambiguity,0.381
Folk_Income_Data,a,discrepancy,0.213
Folk_Income_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.1995451099317665), mean=0.06428590920470173, variance=0.002166473905807102, skewness=0.4499715183695789, kurtosis=-0.5464378493742559)"
Folk_Income_Data,b,variance in predictions,"DescribeResult(nobs=19785, minmax=(2.2625556972616558e-05, 0.080648654772239), mean=0.008261110831603387, variance=6.413367319803747e-05, skewness=2.184740868141425, kurtosis=7.5141119840593475)"
Folk_Income_Data,b,ambiguity,0.307
Folk_Income_Data,b,discrepancy,0.182
Folk_Income_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.19423805913570888), mean=0.05577365408297933, variance=0.0022599406682411167, skewness=0.5667888849296685, kurtosis=-0.5510010060226915)"
Folk_Income_Data,c,variance in predictions,"DescribeResult(nobs=19785, minmax=(2.177395968477912e-05, 0.1485075887996159), mean=0.0110450709802586, variance=0.00015727436140384823, skewness=2.714992255871289, kurtosis=11.025337323395663)"
Folk_Income_Data,c,ambiguity,0.26
Folk_Income_Data,c,discrepancy,0.168
Folk_Income_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.16712155673490017), mean=0.07672338752702665, variance=0.002680706761352704, skewness=0.2645358415907199, kurtosis=-1.2455302031548565)"
Folk_Income_Data,d,variance in predictions,"DescribeResult(nobs=19785, minmax=(1.5531834132455715e-05, 0.07358937115569882), mean=0.005183611739383533, variance=2.77888493204433e-05, skewness=2.606016046669333, kurtosis=12.571389338957138)"
Folk_Income_Data,d,ambiguity,0.179
Folk_Income_Data,d,discrepancy,0.117
Folk_Income_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.0866565579984837), mean=0.027930611213401204, variance=0.0006160584314090582, skewness=0.7186830675037414, kurtosis=-0.5971402023914081)"
Folk_Travel_Data,M,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.970603675765659e-06, 0.1268004849132), mean=0.0052985522496924115, variance=7.842462994354106e-05, skewness=5.665927434695011, kurtosis=46.19454178761335)"
Folk_Travel_Data,M,ambiguity,0.149
Folk_Travel_Data,M,discrepancy,0.108
Folk_Travel_Data,M,disagreement,"DescribeResult(nobs=10, minmax=(0.0, 0.07317834738425728), mean=0.029143603281387494, variance=0.0005198682401183406, skewness=0.18004490799236023, kurtosis=-0.3681252283591121)"
Folk_Travel_Data,a,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.3436662532763442e-06, 0.0743798748208925), mean=0.0036226133594817666, variance=2.324297874223841e-05, skewness=5.159610344490815, kurtosis=44.53332459166505)"
Folk_Travel_Data,a,ambiguity,0.146
Folk_Travel_Data,a,discrepancy,0.102
Folk_Travel_Data,a,disagreement,"DescribeResult(nobs=190, minmax=(0.0, 0.0656277498651679), mean=0.0171406332402581, variance=0.0002779210492853129, skewness=0.8119806473535078, kurtosis=0.118728329175255)"
Folk_Travel_Data,b,variance in predictions,"DescribeResult(nobs=17615, minmax=(2.490651591981637e-07, 0.07205932553150864), mean=0.003217835106500367, variance=1.6844680636786634e-05, skewness=2.921372255932878, kurtosis=15.970997977998678)"
Folk_Travel_Data,b,ambiguity,0.105
Folk_Travel_Data,b,discrepancy,0.086
Folk_Travel_Data,b,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.0365040165772517), mean=0.014993960152778171, variance=0.00022332539166285907, skewness=0.26755542253110964, kurtosis=-1.5747654738323136)"
Folk_Travel_Data,c,variance in predictions,"DescribeResult(nobs=17615, minmax=(5.977179317745443e-07, 0.06210891540718002), mean=0.002763415862438992, variance=1.3717735883864848e-05, skewness=3.073319574556182, kurtosis=15.544573858485425)"
Folk_Travel_Data,c,ambiguity,0.105
Folk_Travel_Data,c,discrepancy,0.086
Folk_Travel_Data,c,disagreement,"DescribeResult(nobs=10, minmax=(0.0, 0.0365040165772517), mean=0.014649862329330948, variance=0.0003344966168752505, skewness=0.4091132093331108, kurtosis=-1.8274897833561854)"
Folk_Travel_Data,d,variance in predictions,"DescribeResult(nobs=17615, minmax=(4.0919556169896833e-07, 0.18687422402531126), mean=0.0059188183176930136, variance=0.00012394559427269814, skewness=7.017326849413648, kurtosis=72.04577348249153)"
Folk_Travel_Data,d,ambiguity,0.13
Folk_Travel_Data,d,discrepancy,0.102
Folk_Travel_Data,d,disagreement,"DescribeResult(nobs=6, minmax=(0.0, 0.06559936416020892), mean=0.034720448115662286, variance=0.0007024511328709281, skewness=0.1342841287535513, kurtosis=-1.3701583990623585)"
Folk_Mobility_Data,M,variance in predictions,"DescribeResult(nobs=6899, minmax=(0.0009093000068182925, 0.10893554252323472), mean=0.019431365652932353, variance=0.0001254743834260125, skewness=2.4401326526878133, kurtosis=10.146826868720446)"
Folk_Mobility_Data,M,ambiguity,0.419
Folk_Mobility_Data,M,discrepancy,0.289
Folk_Mobility_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(7.247952453431905e-05, 0.3656592012756396), mean=0.14608765880781535, variance=0.015117221180449388, skewness=0.6111888192008149, kurtosis=-1.0725324455923413)"
Folk_Mobility_Data,a,variance in predictions,"DescribeResult(nobs=6899, minmax=(0.00010280027797833567, 0.06815348530811305), mean=0.007363585525436892, variance=3.673126021645274e-05, skewness=2.483404983649931, kurtosis=10.395529836759886)"
Folk_Mobility_Data,a,ambiguity,0.33
Folk_Mobility_Data,a,discrepancy,0.161
Folk_Mobility_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.2069290425454809), mean=0.05033646501356873, variance=0.0016228800836540823, skewness=0.6111546093981535, kurtosis=-0.2753284463757124)"
Folk_Mobility_Data,b,variance in predictions,"DescribeResult(nobs=6899, minmax=(3.372601474116609e-05, 0.10728121229429327), mean=0.0060314185226623285, variance=4.5085529295248e-05, skewness=3.6934825363602184, kurtosis=24.159145053334438)"
Folk_Mobility_Data,b,ambiguity,0.268
Folk_Mobility_Data,b,discrepancy,0.148
Folk_Mobility_Data,b,disagreement,"DescribeResult(nobs=378, minmax=(0.0, 0.14735087337827063), mean=0.038882580485827566, variance=0.0011705878751336685, skewness=0.4952551090770426, kurtosis=-0.6190340980524076)"
Folk_Mobility_Data,c,variance in predictions,"DescribeResult(nobs=6899, minmax=(9.14504422516682e-05, 0.07394910687185238), mean=0.009205698920513417, variance=5.816253160846153e-05, skewness=2.365548104517038, kurtosis=9.190863857963409)"
Folk_Mobility_Data,c,ambiguity,0.25
Folk_Mobility_Data,c,discrepancy,0.138
Folk_Mobility_Data,c,disagreement,"DescribeResult(nobs=28, minmax=(0.004131332898456186, 0.14126259331738783), mean=0.06965282307748062, variance=0.0012275191065188977, skewness=-0.02279458463157171, kurtosis=-0.44959601902678914)"
Folk_Mobility_Data,d,variance in predictions,"DescribeResult(nobs=6899, minmax=(1.7010744896512333e-07, 0.04698764850718801), mean=0.0032936211157242224, variance=1.3098166472697088e-05, skewness=2.6510822183983254, kurtosis=17.59092289448622)"
Folk_Mobility_Data,d,ambiguity,0.112
Folk_Mobility_Data,d,discrepancy,0.098
Folk_Mobility_Data,d,disagreement,"DescribeResult(nobs=21, minmax=(0.0, 0.054649561498876564), mean=0.008538778271328826, variance=0.00017757752428888525, skewness=2.129812035311452, kurtosis=4.750933541530346)"
Community_Data,M,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00040711558886375647, 0.04762493244237258), mean=0.005498733095913061, variance=5.201030764079486e-05, skewness=3.148009838849247, kurtosis=11.544899824113969)"
Community_Data,M,ambiguity,0.21
Community_Data,M,discrepancy,0.136
Community_Data,M,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.09022556390977443), mean=0.03114604693552062, variance=0.0010184782818120548, skewness=0.6559516107829245, kurtosis=-1.1321890250356126)"
Community_Data,a,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00037350054024197835, 0.023252050670631356), mean=0.003746595942953064, variance=1.1287059431201672e-05, skewness=2.2618260635381486, kurtosis=6.648573290286169)"
Community_Data,a,ambiguity,0.23
Community_Data,a,discrepancy,0.136
Community_Data,a,disagreement,"DescribeResult(nobs=5995, minmax=(0.0, 0.09147869674185463), mean=0.017808700232650014, variance=0.000372512456272207, skewness=1.2559857865646142, kurtosis=1.3487135578384688)"
Community_Data,b,variance in predictions,"DescribeResult(nobs=399, minmax=(2.0006745874403488e-05, 0.02260172642856907), mean=0.002708520762551799, variance=1.0016557815759689e-05, skewness=2.498162931676616, kurtosis=8.456736427239969)"
Community_Data,b,ambiguity,0.197
Community_Data,b,discrepancy,0.114
Community_Data,b,disagreement,"DescribeResult(nobs=1485, minmax=(0.0, 0.09147869674185463), mean=0.014159979072259774, variance=0.00030555810982844424, skewness=1.7638853727986978, kurtosis=3.7185753795369827)"
Community_Data,c,variance in predictions,"DescribeResult(nobs=399, minmax=(1.0709488396672058e-05, 0.02864281902503372), mean=0.0032070060132720008, variance=2.2419174722048644e-05, skewness=2.8351184014790776, kurtosis=9.346422294424919)"
Community_Data,c,ambiguity,0.154
Community_Data,c,discrepancy,0.111
Community_Data,c,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.08395989974937343), mean=0.01822738664843928, variance=0.0006337677819012733, skewness=1.3444328934954382, kurtosis=0.41873886529303617)"
Community_Data,d,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00012014059320915969, 0.017313283508091266), mean=0.0030479420242487862, variance=5.508318977452138e-06, skewness=2.1276496285611457, kurtosis=7.125118006414825)"
Community_Data,d,ambiguity,0.13
Community_Data,d,discrepancy,0.089
Community_Data,d,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.016290726817042606), mean=0.005513784461152882, variance=3.0150564380876995e-05, skewness=0.6811776454816877, kurtosis=-1.0608434755940077)"
Compas_Data,M,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0008259812578510716, 0.15733655182356174), mean=0.019927732455070776, variance=0.00044277519617857725, skewness=3.18797284012196, kurtosis=12.072350300381283)"
Compas_Data,M,ambiguity,0.408
Compas_Data,M,discrepancy,0.309
Compas_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.3522267206477733), mean=0.13087044534412953, variance=0.009762909687797815, skewness=0.44164854612384263, kurtosis=-1.0630713263455491)"
Compas_Data,a,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0004449581714970263, 0.07818699227008455), mean=0.00917574273331049, variance=9.43993346510819e-05, skewness=2.8676248377622646, kurtosis=10.591155337594639)"
Compas_Data,a,ambiguity,0.368
Compas_Data,a,discrepancy,0.225
Compas_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.2680161943319838), mean=0.06372003953545835, variance=0.002094585013223386, skewness=0.7661585333005938, kurtosis=0.6216063483348129)"
Compas_Data,b,variance in predictions,"DescribeResult(nobs=1235, minmax=(7.75270389100588e-05, 0.07705947568104139), mean=0.007283792257497762, variance=9.401734020041369e-05, skewness=2.693779505403856, kurtosis=9.604597781572018)"
Compas_Data,b,ambiguity,0.287
Compas_Data,b,discrepancy,0.189
Compas_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.18380566801619433), mean=0.051690122742754314, variance=0.0013318059783383606, skewness=0.48096677955807415, kurtosis=-0.4362783756151418)"
Compas_Data,c,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.00012632462631860536, 0.13231091173704598), mean=0.009931985137083403, variance=0.00018066282499627182, skewness=3.9932777447263605, kurtosis=21.451075621254287)"
Compas_Data,c,ambiguity,0.262
Compas_Data,c,discrepancy,0.156
Compas_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.14251012145748987), mean=0.06455240665766981, variance=0.0018415310569582888, skewness=-0.3173441176793895, kurtosis=-1.124378756671988)"
Compas_Data,d,variance in predictions,"DescribeResult(nobs=1235, minmax=(4.667542818814703e-05, 0.06653911004318358), mean=0.006426832107460873, variance=6.247954236342172e-05, skewness=2.214001189527375, kurtosis=6.673423248816976)"
Compas_Data,d,ambiguity,0.188
Compas_Data,d,discrepancy,0.142
Compas_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.09635627530364373), mean=0.044534412955465584, variance=0.0009145948715520418, skewness=0.5659715520498008, kurtosis=-1.0106457471869046)"
Adult_Data,M,variance in predictions,"DescribeResult(nobs=6513, minmax=(0.0021039843082480006, 0.16342102384900198), mean=0.025126176687963103, variance=0.00020710315770006087, skewness=3.02328135333125, kurtosis=14.24206576682554)"
Adult_Data,M,ambiguity,0.467
Adult_Data,M,discrepancy,0.365
Adult_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.40445297504798466), mean=0.14911708253358927, variance=0.016377934147225888, skewness=0.955395067515166, kurtosis=-0.464318680671175)"
Adult_Data,a,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.3491242142753028e-05, 0.10518054152534195), mean=0.009020117845705137, variance=0.00010163006061825274, skewness=2.3694317736796346, kurtosis=9.235190705559429)"
Adult_Data,a,ambiguity,0.335
Adult_Data,a,discrepancy,0.185
Adult_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.17351247600767755), mean=0.05918752008746873, variance=0.0017318029213108338, skewness=0.4248348683104659, kurtosis=-0.6545232219124753)"
Adult_Data,b,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.4691682178203272e-05, 0.08869703790277512), mean=0.008069016066230866, variance=8.380476800568082e-05, skewness=2.163333129450351, kurtosis=7.63947975594979)"
Adult_Data,b,ambiguity,0.275
Adult_Data,b,discrepancy,0.151
Adult_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.17351247600767755), mean=0.0544270785729519, variance=0.0016903474391593246, skewness=0.3853805547783346, kurtosis=-0.8378700823521128)"
Adult_Data,c,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.0402179746419097e-05, 0.13495338736321802), mean=0.008697410134052678, variance=0.00018755427101282933, skewness=4.146733818089638, kurtosis=23.445311572889423)"
Adult_Data,c,ambiguity,0.208
Adult_Data,c,discrepancy,0.127
Adult_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.10802303262955854), mean=0.055312433354659844, variance=0.0006365271297811333, skewness=-0.03285253711033757, kurtosis=-0.14052564749716367)"
Adult_Data,d,variance in predictions,"DescribeResult(nobs=6513, minmax=(8.056444477387215e-06, 0.1303427686551842), mean=0.004867354115438355, variance=8.771625192472985e-05, skewness=6.394042746268533, kurtosis=56.54741892400798)"
Adult_Data,d,ambiguity,0.15
Adult_Data,d,discrepancy,0.098
Adult_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.07239923224568139), mean=0.028228681107759803, variance=0.0004461068166683753, skewness=0.5223248610767031, kurtosis=-0.6206251423215527)"
German_Data,M,variance in predictions,"DescribeResult(nobs=200, minmax=(0.00010903966991198575, 0.12685432341656697), mean=0.020648802841561745, variance=0.00048104555988087515, skewness=1.9897329082076176, kurtosis=4.5224725463394595)"
German_Data,M,ambiguity,0.362
German_Data,M,discrepancy,0.235
German_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.2275), mean=0.12258928571428572, variance=0.004334482473544974, skewness=-0.30140838494507466, kurtosis=-1.1173621907359397)"
German_Data,a,variance in predictions,"DescribeResult(nobs=200, minmax=(9.714443319431456e-05, 0.04728594598896014), mean=0.010293663106815098, variance=5.9131733590192925e-05, skewness=1.4591864693694265, kurtosis=3.006243081372097)"
German_Data,a,ambiguity,0.375
German_Data,a,discrepancy,0.208
German_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.225), mean=0.07281493506493507, variance=0.0021826736559412, skewness=0.41281297457125166, kurtosis=-0.19494176662318363)"
German_Data,b,variance in predictions,"DescribeResult(nobs=200, minmax=(8.823296460037481e-05, 0.035303742423474005), mean=0.008647218389818074, variance=4.9430777563620146e-05, skewness=1.3477645888770162, kurtosis=1.6682243602451123)"
German_Data,b,ambiguity,0.31
German_Data,b,discrepancy,0.183
German_Data,b,disagreement,"DescribeResult(nobs=378, minmax=(0.0, 0.16), mean=0.06114417989417989, variance=0.0018649174859304166, skewness=0.29687641076060534, kurtosis=-0.726602787755708)"
German_Data,c,variance in predictions,"DescribeResult(nobs=200, minmax=(0.00013162090595369646, 0.06359615294580087), mean=0.0102540119542136, variance=7.866433040463245e-05, skewness=2.3678450348908067, kurtosis=8.811648579565531)"
German_Data,c,ambiguity,0.26
German_Data,c,discrepancy,0.143
German_Data,c,disagreement,"DescribeResult(nobs=28, minmax=(0.0075, 0.1475), mean=0.07348214285714286, variance=0.0015987681878306878, skewness=0.16891902356761113, kurtosis=-1.0137585545918821)"
German_Data,d,variance in predictions,"DescribeResult(nobs=200, minmax=(0.00012708469746781987, 0.08633767461708415), mean=0.009786718620446189, variance=0.00010698252372072488, skewness=3.9002606469884333, kurtosis=22.219679014727344)"
German_Data,d,ambiguity,0.24
German_Data,d,discrepancy,0.141
German_Data,d,disagreement,"DescribeResult(nobs=21, minmax=(0.0, 0.1275), mean=0.06250000000000001, variance=0.00145375, skewness=-0.0362224332212066, kurtosis=-1.165900778444574)"
Folk_Income_Data,M,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0017817079217861808, 0.14079055343224411), mean=0.024187894914080462, variance=0.00017858666929780685, skewness=2.6948444106850347, kurtosis=11.806523226815159)"
Folk_Income_Data,M,ambiguity,0.469
Folk_Income_Data,M,discrepancy,0.352
