age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
59,private,9,Divorced,Tech-support,Unmarried,White,Male,60,United-States,1
36,private,7,Married,Craft-repair,Husband,White,Male,40,United-States,0
30,private,9,Divorced,Sales,Unmarried,White,Female,54,United-States,0
27,private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
19,?,9,Never-married,?,Other-relative,White,Female,30,United-States,0
30,private,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,15,China,0
47,private,11,Divorced,Sales,Unmarried,Black,Female,25,United-States,0
39,private,9,Married,Sales,Husband,White,Male,40,United-States,1
31,private,9,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,United-States,0
44,private,12,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
37,private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0
28,private,10,Married,Craft-repair,Husband,White,Male,63,United-States,0
38,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
26,private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
44,private,10,Married,Exec-managerial,Husband,White,Male,40,United-States,1
40,private,10,Married,Sales,Husband,White,Male,50,United-States,0
53,gov,9,Married,Other-service,Wife,Amer-Indian-Eskimo,Female,28,United-States,1
31,private,10,Married,Exec-managerial,Own-child,White,Male,50,United-States,0
18,private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
43,self,9,Married,Farming-fishing,Husband,White,Male,45,United-States,0
30,private,9,Never-married,Craft-repair,Own-child,White,Male,35,United-States,0
19,gov,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
36,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
19,?,10,Never-married,?,Own-child,White,Male,40,United-States,0
25,private,14,Never-married,Prof-specialty,Own-child,White,Female,60,United-States,0
36,private,7,Married,Craft-repair,Husband,White,Male,60,United-States,0
22,private,10,Never-married,Other-service,Unmarried,White,Female,50,United-States,0
42,gov,13,Married,Prof-specialty,Husband,White,Male,40,United-States,0
33,gov,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0
38,private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
21,?,10,Married,?,Wife,White,Female,40,United-States,0
33,gov,9,Married,Other-service,Husband,White,Male,40,United-States,0
52,self,9,Divorced,Craft-repair,Not-in-family,Black,Male,40,United-States,0
30,private,10,Never-married,Sales,Own-child,White,Male,30,United-States,0
18,gov,10,Never-married,Adm-clerical,Own-child,White,Male,10,United-States,0
24,gov,10,Married,Other-service,Husband,Asian-Pac-Islander,Male,24,?,0
17,private,6,Never-married,Other-service,Other-relative,White,Male,40,Mexico,0
48,private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
66,?,4,Married,?,Husband,White,Male,32,United-States,0
46,gov,10,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,0
55,private,9,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,1
28,private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,0
33,private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,0
44,private,9,Married,Sales,Husband,White,Male,24,United-States,0
43,private,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0
42,private,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
39,private,11,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,0
23,private,6,Never-married,Handlers-cleaners,Unmarried,White,Male,50,United-States,0
20,gov,10,Never-married,Other-service,Own-child,White,Female,20,United-States,0
29,private,10,Divorced,Craft-repair,Unmarried,White,Male,35,United-States,1
54,self,10,Married,Sales,Husband,White,Male,65,United-States,0
34,private,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
30,private,13,Married,Sales,Husband,White,Male,40,United-States,1
59,private,7,Married,Sales,Husband,White,Male,60,United-States,0
40,private,4,Divorced,Farming-fishing,Unmarried,White,Female,40,United-States,0
37,private,9,Separated,Craft-repair,Own-child,White,Male,40,United-States,0
45,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
55,self,14,Married,Prof-specialty,Husband,White,Male,40,United-States,1
49,gov,10,Married,Protective-serv,Husband,White,Male,44,United-States,1
67,?,14,Married,?,Husband,White,Male,2,United-States,0
49,self,12,Divorced,Exec-managerial,Not-in-family,White,Male,25,United-States,0
30,gov,9,Married,Adm-clerical,Husband,White,Male,40,United-States,1
56,gov,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,0
29,private,10,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
33,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
25,private,10,Never-married,Sales,Own-child,White,Male,42,United-States,0
28,private,11,Married,Tech-support,Husband,White,Male,70,United-States,1
23,private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
39,self,9,Married,Farming-fishing,Wife,White,Female,50,United-States,0
37,self,13,Married,Tech-support,Husband,White,Male,40,United-States,1
39,private,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,1
32,gov,13,Married,Adm-clerical,Husband,White,Male,35,United-States,1
26,private,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,0
57,gov,10,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,0
36,private,5,Married,Sales,Own-child,White,Male,50,United-States,1
30,private,13,Married,Sales,Husband,White,Male,50,United-States,1
27,private,9,Married,Craft-repair,Husband,White,Male,50,United-States,0
21,private,10,Never-married,Craft-repair,Not-in-family,White,Male,55,United-States,0
22,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
43,gov,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
20,private,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0
30,private,9,Married,Exec-managerial,Husband,White,Male,65,United-States,1
57,private,14,Married,Tech-support,Husband,White,Male,40,United-States,1
42,private,11,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,0
29,private,11,Divorced,Other-service,Unmarried,White,Female,45,Columbia,0
44,gov,9,Married,Protective-serv,Husband,White,Male,52,United-States,1
28,private,12,Divorced,Exec-managerial,Not-in-family,White,Female,43,United-States,0
42,private,9,Married,Handlers-cleaners,Husband,White,Male,40,United-States,1
26,private,13,Never-married,Other-service,Own-child,White,Male,40,United-States,0
29,private,10,Divorced,Prof-specialty,Own-child,White,Female,36,United-States,0
42,private,13,Divorced,Adm-clerical,Unmarried,White,Male,30,United-States,0
30,private,9,Married,Transport-moving,Husband,White,Male,50,United-States,0
21,gov,10,Never-married,Other-service,Own-child,White,Female,10,United-States,0
59,private,9,Married,Exec-managerial,Husband,White,Male,30,United-States,1
21,?,10,Never-married,?,Own-child,White,Male,30,United-States,0
56,private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0
39,private,1,Never-married,Other-service,Not-in-family,White,Female,12,United-States,0
21,private,10,Never-married,Adm-clerical,Own-child,Black,Male,50,United-States,0
48,private,13,Married,Prof-specialty,Not-in-family,White,Male,37,United-States,1
35,gov,9,Married,Protective-serv,Husband,Black,Male,40,United-States,0
43,private,13,Separated,Exec-managerial,Unmarried,White,Male,60,United-States,1
23,private,11,Never-married,Other-service,Own-child,White,Female,15,United-States,0
17,?,6,Never-married,?,Other-relative,White,Male,12,United-States,0
41,private,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Japan,1
35,self,14,Married,Adm-clerical,Husband,White,Male,50,United-States,0
22,private,10,Never-married,Sales,Own-child,White,Male,35,United-States,0
53,private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
42,private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
36,private,9,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,0
44,gov,13,Married,Prof-specialty,Husband,White,Male,50,United-States,0
27,private,13,Married,Adm-clerical,Wife,White,Female,40,Cuba,1
39,self,9,Married,Exec-managerial,Husband,White,Male,40,United-States,0
59,private,5,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
34,gov,10,Never-married,Other-service,Not-in-family,White,Male,48,United-States,0
17,private,8,Never-married,Sales,Own-child,White,Female,23,United-States,0
31,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
59,private,10,Married,Exec-managerial,Husband,White,Male,12,United-States,0
39,private,10,Married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0
46,gov,13,Married,Prof-specialty,Husband,Black,Male,40,United-States,1
31,private,9,Married,Other-service,Not-in-family,White,Female,80,Italy,0
27,private,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,0
18,private,7,Never-married,Handlers-cleaners,Own-child,White,Male,12,United-States,0
46,private,10,Married,Exec-managerial,Husband,White,Male,60,United-States,1
55,private,13,Married,Adm-clerical,Husband,White,Male,40,United-States,1
48,private,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,43,United-States,0
53,private,9,Married,Sales,Wife,White,Female,26,United-States,0
44,self,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,48,South,1
43,private,10,Married,Transport-moving,Husband,White,Male,50,United-States,0
50,private,9,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,0
56,private,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,20,Yugoslavia,0
27,private,9,Married,Machine-op-inspct,Husband,White,Male,40,Mexico,0
20,private,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,0
18,gov,6,Never-married,Protective-serv,Own-child,White,Female,6,United-States,0
34,private,9,Married,Craft-repair,Husband,White,Male,50,United-States,1
38,private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
40,self,13,Married,Craft-repair,Husband,White,Male,15,United-States,0
55,private,10,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,0
35,self,9,Married,Craft-repair,Wife,Black,Female,40,United-States,1
26,private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0
54,gov,13,Married,Exec-managerial,Husband,White,Male,40,Puerto-Rico,1
22,private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0
52,gov,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0
33,private,6,Separated,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
42,private,14,Married,Prof-specialty,Husband,White,Male,40,United-States,1
19,other,9,Never-married,Farming-fishing,Own-child,White,Male,10,United-States,0
45,private,10,Divorced,Craft-repair,Unmarried,White,Male,99,United-States,0
53,self,9,Married,Craft-repair,Husband,Black,Male,72,United-States,0
46,private,9,Divorced,Adm-clerical,Unmarried,White,Female,43,United-States,0
25,private,10,Married,Craft-repair,Husband,White,Male,40,United-States,0
90,private,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,United-States,0
33,private,9,Never-married,Sales,Own-child,Black,Female,40,United-States,0
45,private,10,Divorced,Protective-serv,Not-in-family,White,Male,70,United-States,0
47,private,9,Married,Sales,Husband,Black,Male,40,United-States,1
38,gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,43,United-States,0
35,?,15,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,45,Japan,1
37,private,9,Married,Farming-fishing,Husband,White,Male,30,United-States,0
53,gov,14,Married,Exec-managerial,Husband,White,Male,70,United-States,1
56,private,13,Married,Prof-specialty,Husband,White,Male,40,United-States,1
18,private,7,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,0
44,private,9,Married,Craft-repair,Husband,Black,Male,40,?,0
50,private,10,Divorced,Tech-support,Not-in-family,White,Female,36,United-States,0
26,private,13,Never-married,Adm-clerical,Not-in-family,Black,Male,20,United-States,0
36,private,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0
37,private,7,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,United-States,0
32,private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
38,self,12,Married,Sales,Husband,White,Male,60,United-States,0
62,private,9,Divorced,Other-service,Not-in-family,White,Female,84,United-States,0
46,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
41,private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,41,United-States,0
37,private,9,Married,Farming-fishing,Husband,White,Male,15,United-States,0
27,private,10,Never-married,Adm-clerical,Not-in-family,White,Female,45,?,0
38,private,12,Married,Adm-clerical,Husband,White,Male,40,United-States,0
35,private,8,Never-married,Sales,Not-in-family,Black,Female,40,United-States,0
34,private,13,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,40,United-States,0
50,private,9,Married,Handlers-cleaners,Husband,Black,Male,40,United-States,0
28,private,10,Married,Adm-clerical,Wife,White,Female,32,United-States,1
67,gov,13,Divorced,Adm-clerical,Unmarried,Black,Female,35,United-States,0
34,self,10,Married,Exec-managerial,Husband,White,Male,30,United-States,0
19,private,10,Never-married,Sales,Own-child,White,Female,25,United-States,0
23,private,9,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,0
50,private,9,Married,Machine-op-inspct,Husband,White,Male,45,United-States,1
45,gov,14,Married,Exec-managerial,Husband,White,Male,50,United-States,1
17,private,8,Never-married,Other-service,Own-child,White,Male,16,United-States,0
59,?,9,Married,?,Wife,White,Female,40,United-States,1
25,private,9,Never-married,Adm-clerical,Not-in-family,White,Female,48,United-States,0
21,private,10,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
50,private,15,Married,Prof-specialty,Husband,White,Male,50,United-States,1
17,private,6,Never-married,Sales,Own-child,White,Female,20,United-States,0
63,private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,0
31,gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,43,United-States,0
45,private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0
25,private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0
20,private,8,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0
31,private,10,Never-married,Sales,Other-relative,White,Female,40,?,0
42,private,16,Married,Prof-specialty,Husband,White,Male,40,France,0
56,private,10,Married,Craft-repair,Husband,White,Male,40,United-States,1
47,private,9,Never-married,Farming-fishing,Unmarried,White,Female,46,United-States,0
69,private,9,Divorced,Other-service,Not-in-family,White,Female,32,United-States,0
42,private,13,Married,Prof-specialty,Wife,White,Female,55,United-States,0
19,private,9,Never-married,Handlers-cleaners,Other-relative,Other,Female,60,Guatemala,0
56,self,10,Married,Farming-fishing,Husband,White,Male,50,United-States,0
33,private,13,Married,Adm-clerical,Husband,White,Male,50,United-States,1
61,gov,14,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,0
38,private,9,Divorced,Other-service,Not-in-family,White,Female,35,United-States,0
50,self,9,Married,Craft-repair,Husband,White,Male,50,United-States,1
39,private,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,1
35,self,9,Married,Transport-moving,Husband,White,Male,50,United-States,0
27,private,10,Divorced,Adm-clerical,Unmarried,White,Female,44,United-States,0
40,self,10,Married,Farming-fishing,Husband,White,Male,40,United-States,1
59,gov,16,Married,Prof-specialty,Husband,White,Male,40,United-States,1
20,?,10,Never-married,?,Not-in-family,White,Female,15,United-States,0
42,gov,9,Married,Tech-support,Husband,White,Male,30,United-States,1
59,private,10,Separated,Adm-clerical,Unmarried,White,Male,40,United-States,0
54,self,16,Married,Prof-specialty,Husband,White,Male,60,United-States,1
38,private,10,Married,Exec-managerial,Husband,White,Male,50,United-States,1
53,private,13,Married,Sales,Husband,White,Male,30,United-States,0
20,private,10,Never-married,Exec-managerial,Own-child,White,Female,30,United-States,0
54,gov,10,Married,Exec-managerial,Husband,White,Male,40,United-States,1
41,self,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,45,United-States,1
33,gov,9,Divorced,Tech-support,Not-in-family,White,Female,55,United-States,0
35,private,9,Widowed,Exec-managerial,Unmarried,White,Female,30,United-States,0
22,private,9,Never-married,Handlers-cleaners,Own-child,White,Male,50,Portugal,0
45,self,13,Married,Farming-fishing,Husband,White,Male,70,United-States,1
29,private,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
56,self,14,Divorced,Sales,Unmarried,White,Female,60,United-States,0
23,private,13,Never-married,Prof-specialty,Not-in-family,White,Female,25,United-States,0
30,private,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,0
17,private,7,Never-married,Priv-house-serv,Own-child,White,Female,25,United-States,0
35,gov,10,Separated,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0
25,private,2,Never-married,Priv-house-serv,Not-in-family,White,Female,40,Guatemala,0
42,gov,11,Married,Protective-serv,Husband,White,Male,40,United-States,1
42,private,9,Never-married,Other-service,Other-relative,Black,Male,40,United-States,0
19,private,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,0
32,private,12,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,0
44,private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
53,private,10,Married,Craft-repair,Husband,White,Male,36,United-States,1
47,self,13,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,60,Thailand,0
24,private,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
30,gov,10,Married,Prof-specialty,Wife,Black,Female,40,United-States,1
42,private,9,Separated,Sales,Unmarried,White,Female,45,United-States,0
19,private,9,Never-married,Other-service,Own-child,Black,Female,40,United-States,0
37,self,7,Never-married,Farming-fishing,Own-child,White,Male,37,United-States,0
26,self,6,Married,Farming-fishing,Husband,White,Male,99,United-States,0
25,gov,9,Never-married,Farming-fishing,Own-child,White,Male,16,United-States,0
52,private,10,Married,Sales,Husband,White,Male,40,United-States,0
50,gov,9,Married,Transport-moving,Husband,White,Male,40,United-States,0
40,private,15,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,?,1
32,private,9,Married,Handlers-cleaners,Other-relative,White,Male,40,United-States,0
37,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,0
42,gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,0
47,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
47,private,10,Married,Handlers-cleaners,Husband,White,Male,40,United-States,0
28,private,13,Married,Exec-managerial,Wife,White,Female,40,United-States,1
27,private,13,Married,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,South,0
61,self,9,Married,Transport-moving,Husband,Black,Male,40,United-States,0
47,private,3,Married,Handlers-cleaners,Husband,White,Male,40,Mexico,0
30,private,12,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0
54,private,9,Married,Machine-op-inspct,Wife,White,Female,40,United-States,1
56,gov,15,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,1
69,private,10,Widowed,Adm-clerical,Not-in-family,White,Female,24,United-States,0
30,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,1
36,private,10,Married,Craft-repair,Husband,White,Male,40,Canada,1
42,self,7,Married,Farming-fishing,Husband,White,Male,60,United-States,0
45,gov,13,Married,Prof-specialty,Husband,White,Male,45,United-States,1
39,private,13,Married,Prof-specialty,Wife,White,Female,20,United-States,1
26,private,7,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,0
28,gov,13,Married,Protective-serv,Husband,Black,Male,42,United-States,1
31,private,14,Married,Sales,Husband,White,Male,40,United-States,1
32,private,3,Separated,Farming-fishing,Other-relative,White,Male,60,Mexico,0
51,private,9,Never-married,Exec-managerial,Other-relative,White,Female,40,United-States,0
29,private,9,Married,Sales,Husband,White,Male,60,United-States,0
38,gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,0
64,private,10,Widowed,Exec-managerial,Not-in-family,White,Female,10,United-States,0
26,gov,10,Never-married,Protective-serv,Own-child,White,Male,40,United-States,0
68,private,3,Married,Sales,Not-in-family,White,Male,22,United-States,0
32,private,9,Married,Craft-repair,Husband,White,Male,48,United-States,0
29,private,10,Never-married,Sales,Own-child,White,Female,40,United-States,0
51,?,2,Separated,?,Unmarried,White,Female,40,Mexico,0
21,private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0
26,?,6,Separated,?,Other-relative,White,Female,40,Puerto-Rico,0
33,gov,13,Married,Prof-specialty,Other-relative,Black,Male,40,?,0
26,private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
52,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
31,private,9,Married,Craft-repair,Husband,White,Male,55,United-States,0
29,gov,9,Never-married,Protective-serv,Unmarried,White,Male,45,United-States,0
19,private,10,Never-married,Other-service,Own-child,White,Female,27,United-States,0
51,private,9,Married,Machine-op-inspct,Wife,White,Female,40,United-States,0
45,private,5,Separated,Other-service,Unmarried,Other,Female,40,Trinadad&Tobago,0
20,private,9,Married,Sales,Own-child,Black,Male,32,United-States,0
40,private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,48,United-States,0
43,private,16,Married,Prof-specialty,Husband,White,Male,55,United-States,1
52,gov,10,Married,Transport-moving,Husband,White,Male,40,United-States,0
46,private,10,Divorced,Adm-clerical,Not-in-family,White,Female,24,United-States,0
24,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
20,private,5,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,0
38,self,13,Married,Exec-managerial,Husband,White,Male,60,United-States,0
44,private,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,Mexico,0
24,private,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
32,gov,15,Married,Prof-specialty,Husband,White,Male,75,United-States,1
49,private,4,Never-married,Other-service,Other-relative,White,Male,35,United-States,0
36,private,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
31,private,9,Separated,Adm-clerical,Not-in-family,White,Male,45,United-States,0
46,?,3,Married,?,Husband,White,Male,40,Mexico,0
46,private,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
46,gov,10,Married,Protective-serv,Husband,White,Male,70,United-States,1
29,private,9,Married,Other-service,Not-in-family,Other,Female,40,Columbia,0
37,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
44,?,4,Married,?,Husband,White,Male,25,United-States,0
28,?,10,Never-married,?,Own-child,Black,Female,40,United-States,0
28,self,13,Never-married,Protective-serv,Own-child,White,Male,40,United-States,0
48,private,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,0
52,private,7,Divorced,Machine-op-inspct,Not-in-family,Black,Female,20,United-States,0
19,private,9,Never-married,Farming-fishing,Other-relative,White,Male,35,United-States,0
31,self,13,Married,Prof-specialty,Husband,White,Male,40,United-States,1
47,private,13,Married,Exec-managerial,Husband,White,Male,55,United-States,1
37,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
22,?,10,Never-married,?,Own-child,White,Male,2,United-States,0
46,private,12,Married,Craft-repair,Husband,White,Male,44,United-States,1
51,self,9,Married,Farming-fishing,Husband,White,Male,60,United-States,1
50,private,14,Married,Craft-repair,Husband,White,Male,45,United-States,1
38,private,4,Married,Farming-fishing,Husband,White,Male,84,Portugal,0
40,gov,9,Married,Craft-repair,Husband,Black,Male,35,United-States,0
58,private,10,Divorced,Machine-op-inspct,Not-in-family,Other,Male,40,Mexico,0
36,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,1
26,gov,13,Never-married,Prof-specialty,Own-child,Black,Female,35,United-States,0
17,?,8,Never-married,?,Own-child,White,Female,40,United-States,0
49,private,6,Divorced,Other-service,Not-in-family,White,Male,48,United-States,0
39,gov,14,Married,Prof-specialty,Wife,White,Female,38,United-States,1
46,private,13,Married,Adm-clerical,Husband,White,Male,45,United-States,1
26,private,9,Separated,Sales,Unmarried,Black,Female,37,United-States,0
40,gov,14,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0
53,gov,16,Married,Prof-specialty,Husband,White,Male,40,United-States,1
60,self,10,Married,Exec-managerial,Husband,White,Male,50,United-States,0
28,private,9,Married,Handlers-cleaners,Husband,Black,Male,40,United-States,0
22,?,10,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,12,Thailand,0
31,private,9,Married,Handlers-cleaners,Husband,White,Male,55,United-States,0
45,private,9,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,1
34,private,9,Divorced,Prof-specialty,Unmarried,White,Male,40,Mexico,0
27,gov,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,Scotland,0
40,private,10,Divorced,Transport-moving,Not-in-family,Black,Female,40,United-States,0
68,private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,32,United-States,0
51,private,9,Married,Craft-repair,Husband,White,Male,50,United-States,0
55,private,9,Married,Tech-support,Husband,White,Male,20,United-States,0
43,private,12,Married,Exec-managerial,Husband,White,Male,45,United-States,1
23,gov,13,Never-married,Prof-specialty,Own-child,White,Female,27,United-States,0
48,private,9,Married,Other-service,Husband,White,Male,40,United-States,0
42,self,10,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,30,United-States,0
51,self,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,1
32,private,9,Married,Machine-op-inspct,Husband,White,Male,55,United-States,0
34,private,10,Married,Sales,Husband,White,Male,45,United-States,1
31,gov,9,Married,Craft-repair,Husband,White,Male,70,United-States,1
71,?,4,Divorced,?,Unmarried,White,Male,45,United-States,0
17,private,6,Never-married,Other-service,Own-child,White,Male,8,United-States,0
37,private,9,Married,Adm-clerical,Wife,White,Female,40,United-States,1
26,private,8,Married,Priv-house-serv,Wife,Other,Female,40,Dominican-Republic,0
17,private,7,Never-married,Sales,Own-child,White,Female,15,United-States,0
34,private,13,Married,Transport-moving,Husband,Asian-Pac-Islander,Male,40,United-States,1
46,private,7,Married,Craft-repair,Husband,White,Male,40,United-States,1
33,private,9,Married,Transport-moving,Husband,Asian-Pac-Islander,Male,40,?,0
41,gov,14,Married,Exec-managerial,Husband,White,Male,40,United-States,1
59,private,6,Married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,40,India,0
50,self,9,Married,Exec-managerial,Husband,White,Male,50,United-States,1
46,private,9,Married,Machine-op-inspct,Husband,Black,Male,40,United-States,0
45,private,14,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0
27,private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
31,private,13,Married,Prof-specialty,Husband,White,Male,50,United-States,0
32,private,9,Divorced,Tech-support,Unmarried,White,Female,38,United-States,0
28,private,9,Married,Craft-repair,Husband,White,Male,50,United-States,0
32,private,13,Married,Exec-managerial,Husband,White,Male,40,United-States,1
36,private,12,Never-married,Exec-managerial,Unmarried,White,Male,50,United-States,0
39,self,11,Married,Craft-repair,Husband,White,Male,40,United-States,1
23,private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
44,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,1
37,private,10,Married,Transport-moving,Husband,White,Male,40,United-States,0
36,private,4,Married,Machine-op-inspct,Unmarried,White,Female,40,Puerto-Rico,0
45,private,7,Married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,40,South,0
43,gov,9,Married,Farming-fishing,Husband,White,Male,40,United-States,1
49,private,15,Never-married,Prof-specialty,Not-in-family,White,Female,55,United-States,1
37,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,1
26,private,9,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,0
34,private,15,Married,Prof-specialty,Husband,White,Male,55,United-States,1
51,private,10,Married,Craft-repair,Husband,White,Male,60,United-States,1
24,private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
67,self,13,Married,Transport-moving,Husband,White,Male,40,United-States,0
40,private,9,Married,Sales,Husband,White,Male,45,United-States,1
32,private,9,Married,Sales,Wife,White,Female,40,United-States,1
