AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIL,ANC,NATIVITY,RELP,DEAR,DEYE,DREM,RAC1P,GCL,COW,ESR,WKHP,JWMNP,PINCP,mobility
31,21,1,2,2,0,4,4,1,2,1,2,2,2,6,2,1,1,56,15,54000,1
20,16,5,1,2,0,1,4,2,1,2,2,2,2,1,0,9,3,0,0,0,1
29,21,1,2,2,0,4,4,1,2,1,2,2,2,1,0,1,1,30,50,20000,1
23,21,5,2,2,0,1,4,1,1,0,2,2,2,2,0,4,1,53,6,26000,0
31,20,1,1,2,0,1,4,4,1,1,2,2,2,1,2,1,2,50,0,32000,1
20,19,5,2,2,0,1,4,2,1,2,2,2,2,1,0,0,6,0,0,0,1
24,16,5,1,2,0,4,4,4,2,2,2,2,2,1,0,1,1,30,30,16000,1
26,17,3,2,1,0,1,4,1,1,2,2,2,1,1,0,1,3,0,0,0,0
26,19,5,2,2,0,5,4,4,2,0,2,2,2,1,0,1,1,40,45,57000,1
33,14,5,1,2,0,1,4,1,1,0,2,2,2,2,2,6,6,60,0,125000,1
34,16,5,1,2,0,1,4,2,1,0,2,2,2,1,2,1,1,40,60,35000,1
31,19,5,2,2,0,1,4,2,1,13,2,2,2,1,2,1,1,16,20,15000,1
33,22,5,2,2,0,1,4,1,1,0,2,2,2,1,2,3,1,40,30,45000,1
26,11,5,1,2,0,1,4,1,1,2,2,2,2,1,0,0,6,0,0,0,1
22,19,5,2,1,0,1,4,1,1,2,2,1,1,1,0,0,6,0,0,5000,1
33,21,1,2,2,0,1,4,1,1,1,2,2,2,1,2,1,1,40,25,40000,1
34,13,1,2,2,0,5,4,1,2,0,2,2,2,1,2,0,6,0,0,0,1
34,19,3,1,2,0,5,4,1,2,0,2,2,2,1,2,1,1,50,35,20000,1
20,15,5,1,2,0,1,4,1,1,10,2,2,2,2,0,9,3,0,0,0,1
33,21,1,1,2,0,5,4,1,2,0,2,2,2,1,2,1,1,40,40,65000,1
33,21,1,2,2,0,5,4,1,2,1,2,2,2,8,2,1,3,40,0,1500,1
33,16,5,1,1,0,1,4,4,1,0,1,2,2,1,2,1,6,40,0,50000,1
30,19,3,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,40,40,24600,1
20,14,5,1,2,0,1,4,1,1,2,2,2,2,1,0,0,6,0,0,0,1
33,17,5,1,2,0,1,4,1,1,0,2,2,2,1,2,1,1,55,12,20000,1
31,21,1,1,2,0,1,4,2,1,0,2,2,2,1,2,3,1,40,30,60000,1
31,22,1,2,2,0,1,4,2,1,1,2,2,2,1,2,2,1,40,45,37600,1
26,16,5,2,2,0,1,4,4,1,0,2,2,2,1,0,1,1,40,4,30000,1
20,16,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,15,0,12000,1
26,21,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,1,25,20,12000,1
21,16,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,3,40,0,15000,1
32,20,5,2,2,0,1,4,1,1,4,2,2,2,1,2,1,1,40,20,18000,1
28,16,5,1,2,0,1,4,1,1,15,2,2,2,1,0,1,1,40,20,35000,0
19,19,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,10,76000,0
27,19,5,2,2,0,1,4,4,1,0,2,2,2,2,0,1,3,0,0,0,1
30,8,1,1,2,0,5,4,1,2,0,2,2,2,1,2,6,1,50,150,30000,1
28,18,1,2,2,0,5,4,1,2,1,2,2,2,1,0,6,6,20,0,12500,1
25,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,10,50,3000,0
25,21,5,1,2,0,1,4,2,1,13,2,2,2,1,0,1,1,35,20,17500,0
27,9,5,2,2,0,5,4,1,2,0,2,2,2,1,0,1,1,20,25,1300,1
23,1,5,1,2,0,5,4,1,2,12,2,2,2,1,0,1,1,40,30,50000,1
23,16,5,2,2,0,5,4,1,2,12,2,2,2,1,0,0,6,0,0,0,1
19,19,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,30,60,12000,1
29,15,5,1,1,0,1,4,2,1,10,2,2,1,9,0,6,6,18,0,10000,1
33,16,5,1,2,0,1,2,4,1,0,2,2,2,1,2,6,1,65,0,38000,1
28,19,3,2,1,0,1,4,4,1,13,1,2,2,1,0,6,1,65,0,38000,1
31,22,4,2,2,0,4,4,1,2,2,2,2,2,1,2,1,1,45,30,50000,1
23,23,5,1,2,0,1,4,2,1,2,2,2,2,1,0,3,1,40,30,55000,1
20,19,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,30,30,6200,1
22,16,5,2,1,0,1,4,4,1,0,2,2,1,2,0,1,1,25,15,22100,0
25,21,5,1,2,0,1,3,3,1,0,2,2,2,1,0,1,1,45,30,78000,0
23,21,5,2,2,0,1,4,1,1,13,2,2,2,1,0,2,1,40,30,55000,0
20,19,5,2,1,0,1,4,3,1,10,2,2,2,2,0,1,1,25,20,3000,0
21,18,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,35,45,23000,1
28,19,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,30,12,9400,1
26,21,5,1,2,0,1,4,4,1,10,2,2,2,1,0,1,1,30,30,6300,0
31,21,5,1,2,0,1,4,1,1,2,2,2,2,2,2,7,1,40,10,18000,1
29,16,3,2,2,0,1,4,1,1,2,2,2,2,3,0,0,6,0,0,120000,1
29,21,5,1,2,0,4,4,1,2,2,2,2,2,2,0,0,6,0,0,0,1
27,15,5,1,2,0,1,4,1,1,2,2,2,2,2,0,1,1,50,15,6000,1
26,18,5,2,2,0,1,4,1,1,2,2,2,2,2,0,1,6,0,0,0,1
34,16,5,1,1,0,1,4,3,1,3,2,2,1,1,2,1,1,20,15,18500,1
20,16,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,6,35,0,7000,0
26,21,5,1,2,0,4,4,2,2,0,2,2,2,1,0,1,1,50,10,40000,0
27,21,5,1,2,0,1,4,1,1,12,2,2,2,1,0,1,1,45,10,52000,0
23,16,5,1,2,0,1,3,2,1,2,2,2,2,1,0,5,1,40,45,48000,1
31,16,1,2,2,0,4,4,1,2,0,2,2,2,6,2,1,6,0,0,0,1
32,21,5,2,2,0,4,4,1,2,0,2,2,2,1,2,1,1,70,6,42000,1
30,16,5,2,2,0,1,4,2,1,13,2,2,2,1,2,6,1,40,12,35000,1
31,16,1,1,2,0,1,4,1,1,0,2,2,2,2,2,1,1,40,20,35000,1
24,20,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,15,48000,0
24,19,5,1,2,0,1,4,2,1,13,2,2,2,1,0,1,1,40,15,45000,0
32,15,1,2,2,0,5,4,1,2,1,2,2,2,2,2,1,1,20,10,10000,1
31,17,5,1,1,0,1,4,2,1,2,1,1,1,1,2,1,6,0,0,17600,1
23,20,5,1,2,0,1,4,2,1,0,2,2,2,6,0,1,1,20,10,7000,0
33,15,5,1,2,0,1,4,4,1,0,2,2,2,1,2,1,1,50,35,24000,1
23,19,5,1,2,0,4,4,1,2,0,2,2,2,1,0,1,1,40,35,33000,1
32,19,1,2,2,0,1,4,1,1,2,2,2,2,1,2,1,6,20,0,1500,1
29,19,1,1,2,0,1,4,1,1,9,2,2,2,1,0,1,1,30,5,10000,1
27,16,1,1,2,0,5,4,1,2,10,2,2,2,2,0,1,1,40,25,21000,1
23,20,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,46,35,31000,1
23,20,5,2,2,0,1,4,4,1,13,2,2,2,1,0,1,1,46,35,41700,1
28,18,5,1,2,0,1,4,1,1,2,2,2,2,1,0,4,1,40,20,3800,1
24,19,5,1,2,0,1,4,1,1,2,2,2,2,1,0,0,6,0,0,0,1
24,16,5,1,2,0,1,4,4,1,2,2,2,2,1,0,1,1,40,20,10000,1
34,16,1,2,2,0,5,4,1,2,1,2,2,2,8,2,0,6,0,0,0,1
20,16,5,1,2,0,1,4,1,1,7,2,2,2,1,0,0,6,0,0,0,1
31,21,5,1,2,0,1,4,2,1,0,2,2,2,1,2,6,1,30,20,28000,1
27,21,5,2,2,0,1,4,1,1,13,2,2,2,1,0,2,1,45,20,46000,1
19,16,5,2,2,0,1,4,4,1,2,2,2,2,1,0,1,3,30,0,12500,1
28,21,1,1,2,0,1,4,4,1,0,2,2,2,1,0,3,1,50,35,107000,1
31,16,1,2,2,0,1,4,4,1,1,2,2,2,1,2,7,1,30,25,50000,1
22,21,5,1,2,0,5,4,4,2,2,2,2,2,1,0,1,1,15,30,1400,1
21,16,5,1,2,0,1,4,1,1,4,2,2,2,1,0,1,1,40,10,14000,1
23,21,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,45,15,20000,1
23,21,5,2,2,0,1,4,1,1,12,2,2,2,6,0,1,1,30,15,10000,1
24,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,45,25000,0
24,22,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,2,50000,1
25,23,5,1,2,0,1,4,4,1,0,2,2,2,6,0,0,6,0,0,0,1
26,19,1,2,2,0,1,4,1,1,0,2,2,2,2,0,1,1,40,15,20000,1
22,19,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,6,20,0,9900,1
19,19,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,1,10,15,2700,1
34,16,5,1,2,0,1,4,2,1,13,2,2,2,1,2,3,1,40,10,35000,1
26,16,5,1,2,0,4,4,1,2,2,2,2,2,9,0,1,1,60,40,16000,0
21,19,5,2,2,0,4,4,1,2,2,2,2,2,9,0,1,1,30,15,21800,1
24,21,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,30,40000,1
24,16,5,2,2,0,1,4,1,1,11,2,2,2,1,0,1,1,35,3,10000,1
28,20,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,35,40000,1
24,20,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,25,38000,1
25,19,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,65,40,22200,1
23,20,5,2,2,0,1,4,1,1,11,2,2,2,1,0,1,1,35,40,23000,1
29,18,5,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,30,10,37000,0
25,21,5,1,2,0,1,4,1,1,12,2,2,2,1,0,7,1,60,10,30000,0
23,16,5,1,2,0,1,4,1,1,12,2,2,2,1,0,7,1,60,10,45000,0
34,23,1,2,2,0,1,4,2,1,0,2,2,2,1,2,4,1,40,45,42000,0
23,16,1,2,2,0,1,4,2,1,0,2,2,2,9,0,1,1,40,35,23000,1
25,16,1,1,2,0,1,4,1,1,1,2,2,2,2,0,1,1,35,20,20000,1
28,19,1,1,2,0,5,4,4,2,9,2,2,2,5,0,1,1,25,19,18000,0
29,20,5,1,2,0,1,4,1,1,0,2,2,2,2,0,1,2,40,0,85000,1
28,21,5,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,15,32000,0
29,21,5,2,2,0,1,4,1,1,13,2,2,2,1,0,2,1,40,30,65000,0
26,19,5,1,2,0,1,4,4,1,0,2,2,2,1,0,1,1,45,5,35000,1
25,21,5,2,2,0,1,4,2,1,7,2,2,2,1,0,1,2,29,0,10000,0
24,19,5,1,2,0,1,4,2,1,15,2,2,2,1,0,1,1,30,40,25020,0
20,16,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,15,5,6000,1
22,16,5,1,2,0,1,4,1,1,12,2,2,2,1,0,1,1,25,30,10000,0
24,21,1,2,2,0,1,4,4,1,0,2,2,2,1,0,1,1,50,15,47000,0
26,19,1,1,2,0,1,3,4,1,1,2,2,2,1,0,1,1,55,15,115000,0
22,14,5,2,2,0,1,4,4,1,15,2,2,2,2,0,0,6,0,0,0,1
20,16,5,2,2,0,5,4,1,2,2,2,2,2,1,0,1,1,20,15,5600,1
19,16,5,1,2,0,5,4,1,2,2,2,2,2,1,0,1,6,20,0,2000,1
29,21,5,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,50,45,50000,1
31,19,5,2,2,0,1,4,2,1,0,2,2,2,1,2,1,1,40,30,36000,0
23,16,5,2,2,0,1,2,1,1,7,2,2,2,2,0,1,3,30,0,700,0
27,16,5,1,2,0,1,4,1,1,2,2,2,2,9,0,1,6,30,0,9700,1
27,20,5,1,2,0,1,4,4,1,2,2,2,2,9,0,1,1,35,35,18000,1
23,14,5,1,2,0,1,4,1,1,2,2,2,2,9,0,1,6,0,0,220,1
23,16,5,1,2,0,1,4,4,1,2,2,2,2,9,0,0,6,0,0,0,1
19,18,5,1,2,0,1,4,1,1,2,2,2,2,9,0,1,1,40,35,16000,1
27,16,1,2,2,0,5,4,1,2,1,2,2,2,1,0,1,6,0,0,0,1
26,21,5,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,15,68000,1
19,14,5,1,1,0,1,4,3,1,2,1,2,2,1,0,0,6,0,0,0,1
24,16,5,1,2,0,1,4,2,1,2,2,2,2,9,0,1,1,20,15,21500,1
22,20,5,1,2,0,1,4,2,1,2,2,2,2,9,0,1,1,20,45,10000,1
26,18,5,1,2,0,4,4,1,2,2,2,2,2,1,0,6,1,4,19,-3400,1
21,16,5,1,1,0,1,4,2,1,2,2,2,2,1,0,0,6,0,0,0,1
19,16,5,1,2,0,1,4,2,1,2,2,2,2,1,0,0,6,0,0,0,1
27,21,5,1,2,0,1,2,4,1,0,2,2,2,1,0,1,1,65,15,102150,0
23,16,1,1,2,0,5,4,1,2,0,2,2,2,1,0,1,1,40,30,26000,1
23,13,1,2,2,0,5,4,1,2,1,2,2,2,1,0,0,6,0,0,0,1
30,22,5,2,2,0,1,4,4,1,0,2,2,2,2,2,1,1,40,30,45000,1
29,19,1,1,2,0,1,2,2,1,2,2,2,2,1,0,5,6,0,0,25600,1
28,16,5,2,2,0,1,4,2,1,7,2,2,2,1,0,1,1,40,20,22000,1
24,21,5,2,2,0,1,4,2,1,7,2,2,2,1,0,2,1,20,20,8200,1
21,20,5,2,2,0,1,4,2,1,7,2,2,2,1,0,1,1,25,20,14200,1
26,16,5,1,2,0,4,4,4,2,5,2,2,2,1,0,1,1,40,1,22900,1
25,19,5,2,1,0,1,4,2,1,0,2,1,1,1,0,1,3,40,0,4000,0
28,16,5,1,2,0,1,1,1,1,13,2,2,2,2,0,5,4,40,30,32000,1
31,19,1,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,40,15,30500,1
30,15,1,2,2,0,1,2,4,1,2,2,2,2,2,2,1,1,40,40,27000,0
26,19,5,1,1,0,1,4,3,1,2,2,2,1,8,0,1,1,50,40,17100,1
32,21,1,1,2,0,1,4,2,1,0,2,2,2,1,2,1,1,45,30,110000,1
32,21,1,2,2,0,1,4,1,1,1,2,2,2,1,2,1,1,45,0,42000,1
22,19,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,15,10,9100,1
22,19,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,10,30,1000,1
32,18,5,1,1,0,1,4,1,1,13,2,2,1,8,2,2,1,40,15,30000,1
24,19,5,1,2,0,1,4,2,1,7,2,2,2,1,0,1,1,40,75,46000,1
20,19,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,1,16,25,3000,0
34,12,1,1,2,0,5,4,1,2,0,2,2,2,8,2,6,1,40,45,65000,0
29,16,1,2,2,0,1,4,1,1,1,2,2,2,8,0,1,1,40,60,85000,0
27,19,5,2,2,0,1,4,2,1,10,2,2,2,1,0,1,1,30,15,17100,1
24,20,5,1,2,0,1,4,4,1,2,2,2,2,1,0,1,1,15,15,9100,1
26,19,1,1,2,0,5,4,1,2,0,2,2,2,2,0,1,1,35,60,43800,1
24,20,1,2,2,0,5,4,1,2,1,2,2,2,2,0,1,1,40,20,35000,1
33,22,1,2,2,0,1,4,2,1,0,2,2,2,1,2,1,1,45,0,74400,1
25,20,5,2,2,0,1,4,2,1,0,2,2,2,1,0,4,1,18,20,1000,1
30,16,5,1,2,0,1,4,1,1,13,2,2,2,2,2,1,1,40,5,53000,1
21,19,5,2,2,0,1,4,2,1,2,2,2,2,9,0,2,1,36,5,20000,1
24,21,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,30,30000,1
20,20,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,16,30,10000,1
28,16,5,1,2,0,1,4,2,1,0,2,2,2,1,0,7,1,25,15,10000,1
29,21,3,2,2,0,4,4,1,2,13,2,2,2,1,0,1,1,30,15,22000,1
26,22,5,2,2,0,1,4,2,1,0,2,2,2,1,0,4,1,40,20,42000,0
20,19,5,2,2,0,5,4,1,2,2,2,2,2,1,0,1,1,27,10,14000,1
29,19,5,1,2,0,5,4,1,2,0,2,2,2,3,0,1,1,40,15,6500,1
30,21,1,2,2,0,5,4,2,2,1,2,2,2,1,2,1,1,37,0,65000,0
32,18,5,1,2,0,1,4,4,1,0,2,2,2,1,2,1,1,60,15,36000,0
19,18,5,2,2,0,1,4,1,1,2,2,2,2,2,0,1,1,25,6,8000,1
22,19,5,2,2,0,4,4,1,2,2,2,2,2,8,0,0,6,0,0,0,1
21,19,5,2,2,0,4,4,1,2,2,2,2,2,8,0,0,6,0,0,0,1
29,21,5,2,2,0,1,4,1,1,2,2,2,2,8,0,2,1,40,15,33000,1
27,21,5,2,2,0,1,4,2,1,2,2,2,2,1,0,2,1,24,45,8000,1
19,16,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,30,11400,1
19,18,5,1,2,0,4,4,1,2,3,2,2,2,1,0,0,6,0,0,0,1
24,16,5,1,2,0,1,4,1,1,0,2,2,2,8,0,1,1,40,2,30000,1
29,19,1,2,1,0,4,4,1,2,0,1,2,2,8,0,3,1,40,10,30000,0
28,16,1,1,2,0,5,4,1,2,1,2,2,2,8,0,0,6,0,0,0,0
27,13,1,2,2,0,1,4,1,1,0,2,2,2,1,0,2,1,32,60,9600,1
31,13,1,1,2,0,1,4,1,1,1,2,2,2,1,2,1,1,50,45,18000,1
31,20,5,2,2,0,1,4,2,1,0,2,2,2,1,2,1,1,38,30,36000,0
32,19,5,1,2,0,2,4,1,1,13,2,2,2,8,2,7,1,50,15,30000,0
23,16,5,2,1,0,1,4,2,1,2,2,2,1,1,0,1,3,20,0,4000,1
29,16,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,1,30,30,17000,1
19,16,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,1,30,15,7000,1
26,21,1,1,2,0,1,4,3,1,0,2,2,2,1,0,2,1,38,20,63000,0
25,21,1,2,2,0,1,4,3,1,1,2,2,2,1,0,3,1,40,25,25000,0
19,19,1,2,2,0,1,4,4,1,0,2,2,2,1,0,1,1,35,45,20000,1
21,16,1,1,2,0,1,4,4,1,1,2,2,2,1,0,2,1,45,10,22000,1
20,15,5,2,2,0,1,4,1,1,0,2,2,2,2,0,1,1,40,15,20000,1
29,20,1,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,15,20,10000,1
30,21,1,1,2,0,1,4,1,1,1,2,2,2,1,2,1,1,50,25,53000,1
26,21,5,2,2,0,1,4,1,1,2,2,2,2,1,0,2,3,37,0,1800,1
34,21,1,2,2,0,1,4,1,1,1,2,2,2,6,2,1,1,36,35,80000,1
28,12,4,2,2,0,5,4,1,2,0,2,2,2,1,0,6,1,35,50,10000,1
20,19,5,2,1,0,1,4,2,1,2,2,2,2,1,0,0,6,0,0,0,1
25,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,2,1,36,35,47000,1
30,16,1,1,2,0,1,3,1,1,0,2,2,2,1,2,3,1,40,15,45000,1
33,16,5,1,2,0,4,4,1,2,0,2,2,2,1,2,1,1,35,30,34400,1
19,18,5,1,2,0,1,4,3,1,2,2,2,2,1,0,1,1,40,10,3000,1
24,19,5,1,2,0,1,4,4,1,2,2,2,2,1,0,1,1,25,45,15000,1
23,19,3,1,2,0,1,4,1,1,3,2,2,2,1,0,1,1,50,60,24000,1
29,20,1,2,2,0,1,4,2,1,0,2,2,2,1,0,1,6,0,0,0,0
27,19,1,1,2,0,1,4,2,1,1,2,2,2,1,0,1,1,40,20,20000,0
33,19,5,1,2,0,1,4,1,1,13,2,2,2,1,2,2,1,40,45,16000,1
20,18,5,1,2,0,1,4,4,1,0,2,2,2,1,0,1,1,40,20,40000,1
30,24,5,1,2,0,1,4,4,1,15,2,2,2,1,2,0,6,0,0,0,1
30,16,5,1,2,0,1,4,4,1,15,2,2,2,1,2,0,6,0,0,0,1
27,16,5,2,2,0,1,4,1,1,15,2,2,2,1,0,1,1,40,10,30000,1
26,18,5,2,2,0,1,4,4,1,15,2,2,2,1,0,0,6,0,0,0,1
20,19,5,2,2,0,4,4,4,2,2,2,2,2,2,0,1,1,20,40,20000,1
26,18,5,1,2,0,4,4,1,2,2,2,2,2,1,0,1,1,40,35,71000,1
28,22,1,2,2,0,4,4,2,2,2,2,2,2,1,0,2,1,40,45,28000,1
19,16,5,1,2,0,4,4,2,2,2,2,2,2,1,0,1,6,20,0,1000,1
20,16,5,1,2,0,1,4,4,1,2,2,2,2,1,0,1,1,36,2,33000,1
21,20,1,2,2,0,1,4,4,1,9,2,2,2,1,0,0,6,0,0,0,1
26,19,5,2,2,0,1,4,2,1,0,2,2,2,1,0,2,1,43,150,23000,1
31,19,5,1,1,0,1,4,1,1,0,2,2,1,1,2,1,1,25,30,200,0
30,16,1,1,2,0,1,4,1,1,0,2,2,2,1,2,1,1,55,10,25600,1
27,16,1,2,1,0,1,4,1,1,1,2,2,2,1,0,0,6,0,0,0,1
22,12,5,1,2,0,1,4,4,1,0,2,2,2,1,0,1,1,35,5,1500,0
24,20,3,1,2,0,1,4,4,1,12,2,2,2,2,0,1,1,30,12,19000,1
22,20,5,1,2,0,1,4,4,1,12,2,2,2,6,0,1,3,0,0,0,1
20,16,5,1,2,0,1,4,4,1,2,2,2,2,1,0,1,1,40,60,40000,1
21,18,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,20,30,15000,1
29,16,5,2,1,0,1,4,1,1,2,2,2,1,2,0,0,6,0,0,9000,1
24,21,5,2,2,0,1,4,1,1,10,2,2,2,1,0,1,1,25,15,8000,0
22,16,5,1,2,0,1,1,2,1,0,2,2,2,1,0,5,4,43,15,45300,1
29,16,5,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,60,75000,1
31,16,5,2,2,0,1,4,1,1,13,2,2,2,1,2,0,6,0,0,0,1
23,20,5,2,2,0,3,4,1,1,2,2,2,2,2,0,1,1,40,25,15000,1
20,19,5,1,2,0,3,4,1,1,2,2,2,2,2,0,1,1,34,6,13600,1
25,18,1,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,45,28000,0
22,19,1,2,2,0,1,4,1,1,1,2,2,2,1,0,1,1,40,10,10000,0
30,20,1,2,2,0,4,4,1,2,1,2,2,2,1,2,1,1,40,25,25000,1
27,21,5,1,2,0,1,4,1,1,2,2,2,2,8,0,1,1,30,10,10500,1
33,23,5,1,2,0,1,4,1,1,2,2,2,2,2,2,1,1,55,90,40000,1
22,20,5,2,2,0,1,4,1,1,7,2,2,2,2,0,1,6,0,0,0,0
26,16,5,1,2,0,1,4,3,1,0,2,2,2,1,0,1,1,40,25,12000,1
24,1,3,2,2,0,1,4,3,1,13,2,2,2,1,0,4,1,40,15,19000,1
33,22,1,2,2,0,5,4,1,2,1,2,2,2,6,2,0,6,0,0,0,1
32,19,5,2,2,0,1,4,2,1,0,2,2,2,2,2,1,1,40,20,70000,1
33,16,5,1,1,0,1,4,4,1,2,2,2,1,1,2,0,6,0,0,0,1
33,20,5,2,2,0,1,4,1,1,0,2,2,2,1,2,5,1,30,30,29500,1
24,16,1,2,2,0,1,4,1,1,0,2,2,2,1,0,5,1,40,10,19200,0
23,15,1,1,2,0,1,4,1,1,1,2,2,2,1,0,1,2,32,0,20000,1
26,20,1,2,1,0,1,4,2,1,0,1,2,2,1,0,6,1,1,60,100,1
28,19,1,1,2,0,1,4,2,1,1,2,2,2,1,0,1,1,60,30,75000,1
21,20,5,2,2,0,4,4,1,2,2,2,2,2,1,0,1,1,8,50,2500,1
34,19,5,1,1,0,1,4,1,1,4,2,1,2,1,2,1,1,42,10,65000,1
27,16,5,2,2,0,1,4,4,1,5,2,2,2,2,0,1,2,40,0,100000,1
32,18,1,2,1,0,5,4,4,2,1,2,1,2,1,2,2,1,40,45,47600,1
33,21,1,2,2,0,1,4,3,1,0,2,2,2,1,2,2,1,36,15,96800,1
27,21,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,15,50100,1
34,24,1,1,2,0,5,4,1,2,0,2,2,2,6,2,2,1,65,12,48000,0
33,22,1,1,2,0,5,4,1,2,12,2,2,2,6,2,2,6,45,0,8000,0
33,21,5,1,2,0,1,4,1,1,0,2,2,2,1,2,1,1,50,15,51000,0
29,16,5,1,2,0,1,4,1,1,5,2,2,2,1,0,0,6,0,0,9000,0
27,16,5,2,1,0,1,4,1,1,15,2,2,1,1,0,0,6,0,0,9000,0
23,22,5,2,2,0,5,4,1,2,0,2,2,2,6,0,1,6,0,0,0,0
24,22,5,2,2,0,5,4,1,2,12,2,2,2,6,0,1,6,0,0,0,0
28,14,5,2,2,0,1,4,4,1,2,2,2,2,1,0,0,6,0,0,0,1
21,18,5,1,2,0,5,4,1,2,2,2,2,2,1,0,1,1,25,35,6000,1
34,24,1,1,2,0,1,4,2,1,0,2,2,2,1,2,1,1,40,5,90000,0
33,19,1,2,2,0,1,4,1,1,1,2,2,2,1,2,6,6,0,0,0,0
30,16,1,2,2,0,5,4,1,2,0,2,2,2,1,2,1,1,40,20,15000,1
31,16,5,2,2,0,1,4,1,1,2,2,2,2,1,2,1,1,40,25,33400,1
31,22,1,2,2,0,1,1,2,1,0,2,2,2,1,2,5,4,50,12,100000,0
29,19,1,1,2,0,1,2,1,1,1,2,2,2,1,0,1,1,50,40,60000,0
25,20,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,20,55000,0
29,20,5,2,2,0,1,4,1,1,5,2,2,2,1,0,1,1,40,20,55000,0
25,18,5,1,2,0,1,4,4,1,2,2,2,2,1,0,7,1,40,20,30000,1
24,19,5,2,2,0,5,4,1,2,0,2,2,2,1,0,3,1,40,60,30000,1
26,16,5,1,2,0,1,4,1,1,13,2,2,2,1,0,3,1,48,60,36600,1
22,21,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,99,35,50000,1
33,21,5,1,2,0,1,4,3,1,0,2,2,2,1,2,1,1,49,9,100000,1
30,18,5,1,2,0,1,4,1,1,12,2,2,2,1,2,1,1,40,25,29000,1
27,16,5,1,2,0,4,4,1,2,0,2,2,2,2,0,1,1,40,25,25100,1
23,16,5,2,2,0,5,4,1,2,5,2,2,2,2,0,1,1,40,65,17600,1
29,24,5,2,2,0,4,4,1,2,2,2,2,2,6,0,1,1,40,30,100000,1
31,19,5,1,2,0,1,4,1,1,0,2,2,2,2,2,1,1,40,25,25100,0
33,16,5,1,2,0,1,4,1,1,2,2,2,2,2,2,2,1,29,20,15100,1
33,19,1,2,2,0,4,4,1,2,1,2,2,2,1,2,0,6,0,0,0,1
31,23,5,1,1,0,1,4,1,1,0,2,2,1,1,2,1,1,60,10,157000,1
23,21,5,2,2,0,1,4,1,1,0,2,2,2,1,0,2,1,40,20,34200,1
27,21,5,1,2,0,1,4,2,1,0,2,2,2,1,0,2,1,70,10,30000,0
24,21,5,2,2,0,1,4,1,1,2,2,2,2,1,0,0,6,0,0,0,1
31,21,1,2,2,0,1,4,2,1,0,2,2,2,1,2,6,1,70,5,45000,1
33,23,1,1,2,0,1,4,2,1,1,2,2,2,1,2,2,1,40,5,506000,1
24,20,5,1,2,0,1,4,4,1,2,2,2,2,8,0,1,1,50,10,25000,1
